45.28288,45.05729,46.13553,43.37468,43.08585,42.95825,43.42154,43.26833,42.71399,42.79546,42.57607,42.55775,45.01424,44.59654,40.75796,40.07354,42.20031,41.79753,44.27232,41.05571,44.71343,41.42706,43.06547,42.02421,41.0813,44.28015,44.48975,41.71871,45.2284,42.10884,42.63665,40.82689,42.24525,41.26233,41.97783,43.56703,41.40277,38.32145,42.55478,42.45529,
45.13608,44.40816,42.87234,43.01284,41.44387,39.88061,42.92881,44.19374,43.86264,42.62502,44.30146,40.46535,44.53172,42.71055,41.0418,43.69736,41.25049,44.04967,42.99911,42.4284,42.6217,41.35536,42.95719,43.41877,43.23081,41.39234,42.19994,44.06272,42.5055,42.98988,40.57996,42.68083,44.34506,43.74821,41.15196,43.07906,43.5802,41.41215,42.74453,40.94896,
41.44937,42.12962,41.07007,43.7819,42.27731,42.61135,41.74631,40.89987,44.02006,42.26748,41.95707,43.47276,43.40841,42.40766,41.59243,44.37277,40.89216,44.22461,42.07394,41.65587,41.69857,40.46643,41.44702,43.27442,43.02432,44.61728,40.78823,43.34956,40.64393,42.4486,42.23087,42.17613,42.60345,43.99994,43.39407,42.94149,42.04663,43.59292,42.001,43.82991,
43.60441,43.61601,42.97974,40.04098,41.89829,40.71044,43.34661,42.972,40.90054,42.73187,40.94674,41.86207,41.53427,43.52125,41.88098,42.82996,42.00801,43.79677,43.03585,42.21115,43.96371,44.49343,40.80096,40.46428,41.83679,40.8785,42.24364,41.50447,43.33068,42.35717,43.05391,41.72561,41.86729,42.48018,41.16233,43.17119,41.87036,42.08626,43.25364,42.09097,
43.45375,43.90117,42.75179,42.97772,43.61966,42.05647,41.67128,44.97747,43.01312,41.94805,43.91892,43.94397,42.48951,42.13668,41.90627,45.14474,44.07624,43.372,42.26638,42.25301,41.4444,40.59494,43.02725,41.56133,44.74034,42.47047,44.56374,42.15305,42.74898,43.15569,43.83894,44.22296,44.64469,43.90205,41.46967,42.20605,40.68149,40.23069,42.90564,44.08916,
42.10849,44.17751,45.38438,42.70413,39.55703,42.46426,42.92027,42.55609,42.23233,41.22732,42.00853,41.87055,42.25542,42.41528,45.03322,43.33025,42.23498,40.48091,43.716,40.23928,43.2976,44.09705,44.5387,43.21175,43.47847,43.03319,42.59284,42.00028,43.57996,41.69537,43.38621,41.41954,44.57192,45.06973,43.29077,40.58355,41.90283,43.38141,40.19119,42.9927,
43.31697,42.81453,43.48909,42.38041,42.42701,43.44397,45.45605,42.37971,42.73754,43.60141,42.43725,41.93143,43.73248,42.93464,41.11144,43.47902,43.0443,41.8307,41.00255,41.11903,43.22243,41.45485,40.94402,39.88543,43.01889,44.79309,43.83482,42.24761,42.4791,41.68792,41.69788,42.34597,42.25222,41.59642,41.60762,44.80846,42.5749,43.269,43.53607,43.06989,
43.67274,44.92727,42.66721,43.80728,44.46012,44.27636,43.82809,40.00188,42.73563,44.12877,44.00037,41.95852,40.85205,42.55217,39.59688,42.16687,41.10857,41.74542,42.26554,42.67188,41.23125,43.05609,41.07211,44.98655,42.98254,41.29496,41.60113,42.06068,42.49305,43.21216,42.30564,41.5044,43.58633,39.76153,43.69083,41.3503,42.32005,42.83808,42.87325,40.57016,
42.25212,42.95991,42.11299,44.20348,45.16271,44.31248,44.01347,44.16599,41.33947,43.66059,45.18398,42.6879,43.48372,41.94323,41.95872,43.05545,42.68741,42.01874,43.21286,42.20879,43.99386,42.56203,41.8913,43.84426,43.08401,41.18338,41.20121,41.801,42.53009,44.02811,42.82581,43.16283,39.79523,43.96275,41.76974,41.4743,41.56539,42.99273,41.82715,43.28065,
42.18049,42.77831,42.43819,42.18886,43.62019,43.51616,43.01212,43.22405,42.67207,42.5311,46.90257,42.10555,41.58361,42.15214,41.01511,41.89092,40.81165,40.44144,42.97108,41.3568,42.19648,41.98954,41.22056,42.39239,41.38868,41.69733,44.00444,44.18317,40.92077,41.39619,43.91779,42.547,42.461,40.5504,42.00087,41.68891,43.01903,41.19548,43.55914,41.4698,
