Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
F2CPL54gms1bn,58.71,1.87,13.25,11.51,,2.89,5.68,3.71,2.33,,,Glass,6.04,O2,"['Andesite', 'Diorite']"
F3glomgl1,61.19,1.34,14.02,8.13,,1.89,3.82,5.5,3.04,,,Glass,8.54,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3glomgl2,61.26,1.26,13.62,8.5,,1.9,3.96,5.18,3.16,,,Glass,8.34,S3,"['Trachy-\nandesite', 'Monzonite']"
F3mg1,60.39,1.54,13.13,9.58,,2.73,3.68,4.67,3.33,,,Glass,8.0,S3,"['Trachy-\nandesite', 'Monzonite']"
F3OLEgms1,63.04,1.49,13.87,8.13,,1.78,4.0,4.42,3.27,,,Glass,7.6899999999999995,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area1_gl1,62.48,1.26,14.08,8.74,,1.9,3.94,4.93,2.61,,,Glass,7.539999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area1_gl2,63.63,1.28,14.11,8.39,,1.93,3.94,3.91,2.78,,,Glass,6.6899999999999995,O3,"['Dacite', 'Granodiorite']"
F3area1_gl3,62.8,1.34,14.01,8.42,,1.83,3.93,4.88,2.76,,,Glass,7.64,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area1_gl4,63.03,1.26,13.96,8.25,,1.95,3.87,4.93,2.73,,,Glass,7.66,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area1_gl5,62.83,1.45,13.86,8.43,,1.84,4.03,4.67,2.84,,,Glass,7.51,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area1_gl6,61.93,1.65,13.39,9.21,,2.0,4.24,4.69,2.88,,,Glass,7.57,S3,"['Trachy-\nandesite', 'Monzonite']"
F3area2_gl1,63.13,1.33,13.9,8.34,,1.81,3.53,4.76,3.2,,,Glass,7.96,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area2_gl2,62.9,1.3,14.55,7.69,,1.68,4.23,4.89,2.75,,,Glass,7.64,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area5_gl1,61.27,1.24,14.63,8.33,,2.03,3.8,5.45,3.24,,,Glass,8.690000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area5_gl2,61.28,0.98,15.58,6.48,,1.52,3.65,6.87,3.59,,,Glass,10.46,T1,"['Trachyte', 'Syenite']"
F3area5_gl3,63.5,1.41,14.34,7.74,,1.61,4.06,4.73,2.59,,,Glass,7.32,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area5_gl4,62.45,1.51,14.04,8.55,,1.83,4.06,4.52,3.01,,,Glass,7.529999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area5_gl5,64.64,1.16,14.52,7.0,,1.54,3.55,4.47,3.12,,,Glass,7.59,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area6_gl1,63.58,1.36,14.02,7.63,,1.67,3.39,4.71,3.62,,,Glass,8.33,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3area6_gl2,64.14,1.25,14.2,7.11,,1.66,3.36,4.62,3.63,,,Glass,8.25,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F3PL61gms,63.77,1.28,14.37,7.6,,1.68,3.53,4.3,3.45,,,Glass,7.75,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1,63.75,1.28,14.84,7.0,,1.62,3.58,4.69,3.23,,,Glass,7.92,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1b,64.36,1.27,14.8,6.91,,1.56,3.4,4.34,3.35,,,Glass,7.6899999999999995,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1c,64.03,1.29,14.61,7.08,,1.67,3.48,4.53,3.29,,,Glass,7.82,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1d,63.77,1.28,14.8,7.11,,1.67,3.57,4.53,3.26,,,Glass,7.79,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1e,64.71,1.26,14.95,6.44,,1.45,3.28,4.48,3.43,,,Glass,7.91,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl1f,64.07,1.26,14.83,6.96,,1.61,3.45,4.46,3.35,,,Glass,7.8100000000000005,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_gl2,63.47,1.27,14.69,7.09,,1.64,3.63,4.93,3.27,,,Glass,8.2,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_area7_gl1,62.97,1.49,14.43,7.91,,1.79,3.84,4.67,2.89,,,Glass,7.5600000000000005,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_area7_gl2,62.78,1.5,14.4,8.05,,1.81,3.9,4.75,2.79,,,Glass,7.54,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_area7_gl3,62.78,1.49,14.14,8.21,,1.72,3.91,4.92,2.82,,,Glass,7.74,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006_area7_gl4,62.77,1.58,13.98,7.6,,2.18,4.89,4.41,2.59,,,Glass,7.0,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area10_gl1,64.3,1.39,14.28,7.37,,1.64,3.62,4.41,2.98,,,Glass,7.390000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl2,63.83,1.36,13.87,7.87,,1.66,3.75,4.66,2.99,,,Glass,7.65,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl3,64.09,1.36,14.05,7.25,,1.62,4.02,4.59,3.01,,,Glass,7.6,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl4,63.83,1.36,14.25,7.58,,1.63,3.65,4.82,2.85,,,Glass,7.67,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl5,64.28,1.41,14.2,6.79,,1.65,3.71,4.97,2.98,,,Glass,7.949999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl6,64.42,1.35,14.49,6.65,,1.67,3.69,4.77,2.94,,,Glass,7.709999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area10_gl7,63.46,1.36,13.99,7.8,,1.71,4.05,4.77,2.85,,,Glass,7.619999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area11_gl1,62.83,1.72,13.7,8.31,,2.05,4.33,4.3,2.78,,,Glass,7.08,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area11_gl2,63.24,1.72,13.66,7.92,,1.94,4.22,4.5,2.77,,,Glass,7.27,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area12_gl1,62.64,1.51,13.84,8.25,,2.05,4.35,4.7,2.64,,,Glass,7.34,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area12_gl2,63.25,1.49,13.97,8.09,,1.96,3.83,4.68,2.71,,,Glass,7.39,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area12_gl3,61.57,1.94,12.82,9.48,,2.47,5.15,4.14,2.43,,,Glass,6.57,O2,"['Andesite', 'Diorite']"
F006area13_gl1,63.18,1.6,14.06,7.7,,1.93,4.12,4.35,3.06,,,Glass,7.41,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area13_gl2,63.16,1.54,14.22,7.5,,1.93,4.27,4.47,2.9,,,Glass,7.369999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area13_gl3,63.03,1.72,13.56,8.05,,2.11,4.48,4.37,2.66,,,Glass,7.03,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area13_gl4,63.38,1.65,13.54,7.54,,2.12,4.36,4.53,2.86,,,Glass,7.390000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area13_gl5,63.01,1.66,14.43,7.45,,1.95,4.38,4.54,2.56,,,Glass,7.1,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area19gl1,63.32,1.51,13.99,7.98,,1.88,4.33,4.59,2.41,,,Glass,7.0,O3,"['Dacite', 'Granodiorite']"
F006area19gl2,64.7,1.28,13.45,7.88,,2.3,3.44,4.41,2.55,,,Glass,6.96,O3,"['Dacite', 'Granodiorite']"
F006_area3_gl1,61.66,1.71,13.74,8.76,,2.12,4.85,4.49,2.68,,,Glass,7.17,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area3_gl2,60.35,1.94,12.9,10.81,,2.26,5.04,4.21,2.48,,,Glass,6.6899999999999995,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area3_gl3,62.33,1.64,14.4,8.19,,1.96,4.09,4.47,2.91,,,Glass,7.38,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area3_gl4,59.78,1.89,13.48,10.47,,2.27,5.42,4.31,2.38,,,Glass,6.6899999999999995,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area5_gl1,57.96,1.74,12.9,12.3,,3.01,5.74,3.89,2.41,,,Glass,6.300000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area5_gl2,60.4,1.9,13.3,10.4,,2.24,5.18,4.13,2.45,,,Glass,6.58,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_area5_gl3,58.78,1.46,16.5,8.52,,1.85,6.81,4.5,1.56,,,Glass,6.0600000000000005,O2,"['Andesite', 'Diorite']"
F006_area6_gl1,60.4,1.95,13.27,10.25,,2.36,5.42,4.09,2.26,,,Glass,6.35,O2,"['Andesite', 'Diorite']"
F006_area6_gl2,60.32,1.93,13.32,10.56,,2.3,5.21,4.06,2.31,,,Glass,6.369999999999999,O2,"['Andesite', 'Diorite']"
F006_area6_gl3,59.73,1.91,13.23,11.0,,2.58,5.61,3.79,2.14,,,Glass,5.93,O2,"['Andesite', 'Diorite']"
F006_area4_gl1,61.21,1.65,14.13,8.9,,2.3,4.98,4.32,2.48,,,Glass,6.800000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area16_gl1,62.24,1.64,13.74,9.32,,2.02,4.58,4.13,2.31,,,Glass,6.4399999999999995,O2,"['Andesite', 'Diorite']"
F006area16_gl2,61.34,1.84,12.84,10.35,,2.33,4.84,4.13,2.34,,,Glass,6.47,O2,"['Andesite', 'Diorite']"
F006area16_gl3,61.89,1.8,13.07,9.78,,2.11,4.85,4.07,2.43,,,Glass,6.5,O2,"['Andesite', 'Diorite']"
F006area16_gl4,62.11,1.62,13.51,9.41,,2.12,4.56,4.23,2.43,,,Glass,6.66,O2,"['Andesite', 'Diorite']"
F006area16_gl5,62.45,1.56,13.78,9.05,,2.11,4.4,4.2,2.44,,,Glass,6.640000000000001,O2,"['Andesite', 'Diorite']"
F006area17gl1,57.55,1.79,13.28,12.6,,2.76,6.44,3.74,1.72,,,Glass,5.46,O2,"['Andesite', 'Diorite']"
F006area18gl1,56.45,1.61,12.99,12.42,,3.33,6.37,4.36,2.23,,,Glass,6.59,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area18gl2,57.61,1.93,12.36,13.54,,2.78,6.18,3.42,1.97,,,Glass,5.39,O2,"['Andesite', 'Diorite']"
F006area18gl3,60.31,1.77,13.05,10.6,,2.46,5.36,4.13,2.28,,,Glass,6.41,O2,"['Andesite', 'Diorite']"
F006area20gl1,64.25,1.2,14.69,6.87,,1.76,4.44,4.53,2.25,,,Glass,6.78,O3,"['Dacite', 'Granodiorite']"
F006area20gl2,65.16,1.19,14.25,6.89,,1.54,3.63,4.71,2.62,,,Glass,7.33,O3,"['Dacite', 'Granodiorite']"
F006area20gl3,65.45,1.22,14.42,6.72,,1.55,3.37,4.61,2.66,,,Glass,7.2700000000000005,O3,"['Dacite', 'Granodiorite']"
F006area20gl4,65.21,1.27,14.24,6.7,,1.61,3.58,4.68,2.69,,,Glass,7.369999999999999,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006area14gl1,58.9,1.55,15.31,8.55,,2.84,6.02,4.75,2.0,,,Glass,6.75,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area14gl2,58.83,1.72,13.47,10.74,,3.02,5.95,4.1,2.1,,,Glass,6.199999999999999,O2,"['Andesite', 'Diorite']"
F006area14gl3,58.8,1.57,14.07,10.09,,3.34,6.25,3.94,1.88,,,Glass,5.82,O2,"['Andesite', 'Diorite']"
F006area14gl4,59.11,1.84,12.67,10.29,,3.87,6.49,3.74,1.89,,,Glass,5.63,O2,"['Andesite', 'Diorite']"
F006area14gl5,58.65,1.46,15.25,9.01,,2.74,6.77,4.19,1.9,,,Glass,6.09,O2,"['Andesite', 'Diorite']"
F006area15gl1,56.76,1.26,16.25,9.83,,2.91,6.57,4.49,1.79,,,Glass,6.28,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area15gl2,56.86,1.31,16.38,9.43,,2.81,6.36,4.81,1.89,,,Glass,6.699999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area15gl3,56.7,1.25,16.07,9.84,,2.87,6.95,4.34,1.84,,,Glass,6.18,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area21gl1,58.31,1.61,13.35,11.85,,4.19,5.41,3.58,1.64,,,Glass,5.22,O2,"['Andesite', 'Diorite']"
F006area21gl2,57.87,1.33,15.79,9.52,,3.37,5.83,4.53,1.71,,,Glass,6.24,S3,"['Trachy-\nandesite', 'Monzonite']"
F006area21gl3,60.62,1.71,12.9,10.59,,4.01,4.89,3.5,1.74,,,Glass,5.24,O2,"['Andesite', 'Diorite']"
F006glom1a,63.92,1.21,14.27,7.27,,1.75,3.63,4.71,3.21,,,Glass,7.92,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1b,63.79,1.19,14.46,7.32,,1.82,3.5,4.7,3.21,,,Glass,7.91,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1c,64.03,1.26,14.75,6.85,,1.64,3.39,4.77,3.31,,,Glass,8.08,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1d,63.58,1.3,14.47,7.15,,1.78,3.6,4.8,3.3,,,Glass,8.1,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1e,63.12,1.16,14.43,7.53,,1.86,3.7,4.96,3.21,,,Glass,8.17,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1f,64.35,1.22,14.24,7.13,,1.57,3.53,4.8,3.13,,,Glass,7.93,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom1g,65.29,1.18,14.91,6.16,,1.34,3.03,4.81,3.28,,,Glass,8.09,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom2A_a,61.41,1.76,13.83,8.82,,2.21,4.62,4.26,3.07,,,Glass,7.33,S3,"['Trachy-\nandesite', 'Monzonite']"
F006glom2A_b,61.36,1.69,13.96,8.61,,2.16,4.45,4.57,3.19,,,Glass,7.76,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_glom2_gl1,60.92,1.77,14.35,8.74,,2.16,4.77,4.55,2.76,,,Glass,7.31,S3,"['Trachy-\nandesite', 'Monzonite']"
F006_glom2_gl1b,61.22,1.79,14.48,8.63,,2.14,4.61,4.44,2.68,,,Glass,7.120000000000001,S3,"['Trachy-\nandesite', 'Monzonite']"
F006glom11_gl1,58.42,1.47,14.96,9.96,,2.6,6.1,4.43,1.95,,,Glass,6.38,S3,"['Trachy-\nandesite', 'Monzonite']"
F006glom11_gl2,59.49,1.53,13.72,9.94,,2.88,5.9,4.36,2.04,,,Glass,6.4,S3,"['Trachy-\nandesite', 'Monzonite']"
F006glom11_gl4,60.41,1.75,12.95,10.1,,2.66,5.63,4.24,2.19,,,Glass,6.43,O2,"['Andesite', 'Diorite']"
F006glom30a,64.28,1.35,13.93,7.4,,1.67,3.76,4.77,2.81,,,Glass,7.58,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom30b,64.52,1.35,14.11,7.3,,1.55,3.38,4.82,2.96,,,Glass,7.78,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom30c,64.19,1.41,13.74,7.65,,1.76,3.7,4.7,2.85,,,Glass,7.550000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom30d,64.45,1.23,14.2,7.19,,1.58,3.51,4.92,2.9,,,Glass,7.82,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom30e,64.5,1.25,13.98,7.09,,1.53,3.55,4.94,3.16,,,Glass,8.100000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F006glom30f,64.96,1.25,14.06,7.14,,1.5,3.15,4.93,3.0,,,Glass,7.93,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F004area2_gl1,64.43,1.48,13.76,7.58,,1.81,3.71,4.56,2.67,,,Glass,7.2299999999999995,O3,"['Dacite', 'Granodiorite']"
F004area3_gl1,64.57,1.35,13.69,7.72,,1.77,3.85,4.46,2.59,,,Glass,7.05,O3,"['Dacite', 'Granodiorite']"
F004area3_gl2,63.52,1.43,13.66,8.46,,1.99,4.22,4.17,2.54,,,Glass,6.71,O3,"['Dacite', 'Granodiorite']"
F004area3_gl3,63.96,1.46,13.75,8.11,,1.78,3.99,4.39,2.56,,,Glass,6.949999999999999,O3,"['Dacite', 'Granodiorite']"
F004area3_gl4,63.25,1.56,13.75,8.31,,2.0,4.3,4.22,2.59,,,Glass,6.81,O3,"['Dacite', 'Granodiorite']"
F004area4_gl1,60.42,1.47,13.14,10.55,,2.47,5.68,4.06,2.05,,,Glass,6.109999999999999,O2,"['Andesite', 'Diorite']"
F004area4_gl2,60.21,1.42,12.94,11.24,,2.64,5.4,3.8,2.2,,,Glass,6.0,O2,"['Andesite', 'Diorite']"
F004area4_gl3,61.3,2.02,13.46,9.42,,1.92,5.19,4.25,2.34,,,Glass,6.59,O2,"['Andesite', 'Diorite']"
F004_glom1_gl1,60.83,1.74,13.87,9.81,,2.28,4.85,4.29,2.34,,,Glass,6.63,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom1_gl1b,60.67,1.77,14.18,9.51,,2.34,4.68,4.49,2.34,,,Glass,6.83,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom1_gl2,60.86,1.69,14.13,9.38,,2.4,4.88,4.37,2.25,,,Glass,6.62,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom1_gl3,61.68,1.71,14.21,8.74,,2.32,4.46,4.51,2.33,,,Glass,6.84,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom1_gl4,60.37,1.58,14.42,9.37,,2.39,4.77,4.79,2.27,,,Glass,7.0600000000000005,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom2_gl1,62.91,1.64,14.63,7.74,,1.83,3.75,4.6,2.9,,,Glass,7.5,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F004_glom2_gl2,62.89,1.6,14.52,7.98,,1.94,3.93,4.42,2.7,,,Glass,7.12,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F004_glom3_gl1,60.14,1.69,13.52,9.94,,2.35,5.54,4.51,2.28,,,Glass,6.789999999999999,S3,"['Trachy-\nandesite', 'Monzonite']"
F004_glom3_gl2,61.26,1.62,13.69,9.5,,2.16,4.89,4.27,2.58,,,Glass,6.85,S3,"['Trachy-\nandesite', 'Monzonite']"
F001area1_gl1,65.03,1.27,13.1,8.75,,1.17,3.21,5.5,1.97,,,Glass,7.47,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area1_gl2,64.64,1.29,12.96,9.11,,1.3,3.4,5.48,1.83,,,Glass,7.3100000000000005,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area1_gl3,64.76,1.27,12.83,9.09,,1.33,3.51,5.29,1.92,,,Glass,7.21,O3,"['Dacite', 'Granodiorite']"
F001area2_gl2,64.13,1.37,12.03,9.64,,1.84,3.71,3.7,3.55,,,Glass,7.25,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area2_gl3,64.97,1.19,13.29,6.75,,0.88,2.56,5.99,4.38,,,Glass,10.370000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area2_gl4,66.28,1.37,12.38,8.49,,0.97,2.98,4.69,2.85,,,Glass,7.540000000000001,O3,"['Dacite', 'Granodiorite']"
F001area3_gl1,64.69,1.37,11.78,9.81,,1.74,3.34,3.57,3.71,,,Glass,7.279999999999999,O3,"['Dacite', 'Granodiorite']"
F001area3_gl2,65.28,1.4,11.42,9.75,,1.88,3.93,3.45,2.9,,,Glass,6.35,O3,"['Dacite', 'Granodiorite']"
F001area3_gl3,63.27,1.34,12.76,9.58,,1.71,3.76,3.59,3.98,,,Glass,7.57,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area3_gl4,65.53,1.41,14.49,5.78,,1.02,4.13,4.61,3.01,,,Glass,7.62,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area3_gl5,65.37,1.41,14.31,5.86,,1.13,4.23,4.84,2.82,,,Glass,7.66,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area3_gl6,66.8,1.49,10.34,10.0,,1.41,3.31,2.85,3.82,,,Glass,6.67,O3,"['Dacite', 'Granodiorite']"
F001area4_gl1,60.93,0.81,15.29,9.38,,2.13,5.32,4.52,1.51,,,Glass,6.029999999999999,O2,"['Andesite', 'Diorite']"
F001area4_gl2,61.08,0.8,15.4,9.47,,2.12,4.98,4.53,1.53,,,Glass,6.0600000000000005,O2,"['Andesite', 'Diorite']"
F001area4_gl3,61.05,0.81,15.38,9.33,,2.22,5.15,4.5,1.45,,,Glass,5.95,O2,"['Andesite', 'Diorite']"
F001area5_gl1,63.45,1.38,12.31,9.93,,1.76,3.66,3.78,3.72,,,Glass,7.5,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area5_gl2,63.76,1.48,11.52,10.43,,1.91,3.69,3.62,3.58,,,Glass,7.2,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area5_gl3,63.23,1.51,10.95,11.17,,2.21,4.79,3.17,2.95,,,Glass,6.12,O3,"['Dacite', 'Granodiorite']"
F001area5_gl4,64.9,1.39,15.04,5.37,,0.95,3.53,4.48,4.33,,,Glass,8.81,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area5_gl5,64.84,1.32,13.3,8.69,,1.12,3.22,5.45,2.07,,,Glass,7.52,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area5_gl6,64.72,1.41,11.52,9.74,,1.75,3.3,3.48,4.09,,,Glass,7.57,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001area5_gl7,65.06,1.44,11.26,9.98,,1.73,3.49,3.35,3.68,,,Glass,7.03,O3,"['Dacite', 'Granodiorite']"
F001_plag1_gl1,63.57,1.29,13.54,8.94,,1.46,3.4,5.7,2.1,,,Glass,7.800000000000001,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001_plag1_gl2,63.6,1.27,13.5,8.91,,1.29,3.83,5.45,2.14,,,Glass,7.59,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001_plag1_gl3,63.42,1.33,13.46,9.29,,1.14,3.8,5.43,2.12,,,Glass,7.55,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001_plag1_gl4,63.41,1.31,13.31,9.74,,1.24,3.82,5.09,2.08,,,Glass,7.17,T2,"['Trachydacite', 'Quartz \nMonzonite']"
F001_plag2_gl2,63.51,1.38,13.0,9.68,,1.26,3.58,5.58,2.0,,,Glass,7.58,T2,"['Trachydacite', 'Quartz \nMonzonite']"
ML-129,52.43,2.1,13.75,11.1,0.17,6.58,10.72,2.34,0.39,0.24,,Glass,2.73,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-80,52.55,2.16,13.94,10.76,0.16,6.61,10.69,2.36,0.48,0.28,,Glass,2.84,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-288,52.62,2.71,13.11,12.26,0.21,5.36,10.1,2.52,0.56,0.29,,Glass,3.08,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-261,52.44,2.14,13.91,10.9,0.21,6.28,10.65,2.41,0.41,0.23,,Glass,2.8200000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-45,52.84,2.18,13.58,11.11,0.15,6.27,10.68,2.35,0.38,0.22,,Glass,2.73,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-274,52.63,2.17,13.76,11.13,0.18,6.27,10.73,2.36,0.4,0.27,,Glass,2.76,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-52,52.46,2.75,13.02,12.42,0.22,5.46,10.07,2.49,0.6,0.35,,Glass,3.0900000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-284,52.61,2.49,13.53,11.56,0.21,5.79,10.3,2.2,0.56,0.27,,Glass,2.7600000000000002,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-37,52.13,2.34,13.32,12.02,0.2,5.94,10.41,2.37,0.44,0.26,,Glass,2.81,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-91,52.66,2.44,13.36,12.06,0.17,5.9,10.4,1.99,0.43,0.32,,Glass,2.42,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-93,52.78,2.16,13.62,11.32,0.19,6.39,10.61,2.33,0.38,0.22,,Glass,2.71,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-8,52.61,2.0,13.94,10.61,0.18,6.63,10.55,2.26,0.4,0.25,,Glass,2.6599999999999997,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-7,52.54,2.3,13.6,11.91,0.23,5.92,10.42,2.26,0.39,0.25,,Glass,2.65,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-6a,52.52,2.12,14.13,11.06,0.15,6.5,10.73,1.91,0.4,0.25,,Glass,2.31,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-6,52.61,2.55,13.68,11.58,0.19,5.65,10.07,2.52,0.58,0.34,,Glass,3.1,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-37,52.56,2.2,13.91,10.7,0.19,6.81,10.61,1.98,0.43,0.25,,Glass,2.41,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-2,52.16,1.97,13.62,10.79,0.18,7.81,10.47,2.2,0.37,0.23,,Glass,2.5700000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-1,52.37,2.15,13.85,10.61,0.21,6.8,10.73,2.24,0.41,0.28,,Glass,2.6500000000000004,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-88,52.65,2.26,13.78,10.78,0.17,6.48,10.73,2.3,0.45,0.26,,Glass,2.75,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
ML-5,51.9,2.15,13.83,11.18,0.17,6.81,10.97,2.22,0.34,0.21,,Glass,2.56,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
ML-5a,52.16,2.15,13.81,10.97,0.18,6.72,10.96,2.26,0.34,0.23,,Glass,2.5999999999999996,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
M19-02,52.39,2.25,13.94,10.14,0.18,6.83,10.89,2.21,0.41,0.23,,Glass,2.62,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
M19-05,51.96,2.09,13.91,9.89,0.14,6.73,10.91,2.29,0.33,0.21,,Glass,2.62,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
M19-11,52.39,2.09,14.17,9.78,0.17,6.88,10.97,2.29,0.33,0.18,,Glass,2.62,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
184-11,52.01,2.54,13.6,10.68,0.18,6.26,10.3,2.23,0.4,0.23,,Glass,2.63,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
