,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral
52190,SKU_1_OL_C3_3_P3,40.0387999999,,0.0429,14.9996,0.2435,45.4318,,,,0.0057,,Olivine
52191,SKU_1_OL_C3_3_P3,40.1437,,0.0426,14.595,0.2325,45.9516999999,,,,0.0081,,Olivine
52192,SKU_1_OL_C3_3_P3,40.4107,,0.0412,14.2962,0.2256,46.0006,,,,0.0061,,Olivine
52193,SKU_1_OL_C3_3_P3,40.2145,,0.0426,13.8573,0.2137,46.4478999999,,,,0.006,,Olivine
52194,SKU_1_OL_C3_3_P3,40.3600999999,,0.0421,13.6363000001,0.2175,46.6193000001,,,,0.0055,,Olivine
52195,SKU_1_OL_C3_3_P3,40.3938000001,,0.0419,13.348,0.2134,46.5956,,,,0.0037,,Olivine
52196,SKU_1_OL_C3_3_P3,40.4630000001,,0.0401,13.2191,0.2157,46.8623,,,,0.0057,,Olivine
52197,SKU_1_OL_C3_3_P3,40.5085999999,,0.041,12.8251,0.2143,47.0478999999,,,,0.0052,,Olivine
52198,SKU_1_OL_C3_3_P3,40.3795,,0.0404,12.7779,0.2008,47.1103,,,,0.0051,,Olivine
52199,SKU_1_OL_C3_3_P3,40.5683,,0.0403,12.8199,0.203,47.2171,,,,0.0074,,Olivine
52200,SKU_1_OL_C3_3_P3,40.7090999999,,0.0398,12.7097,0.2074,47.3021,,,,0.0073,,Olivine
52201,SKU_1_OL_C3_3_P3,40.3764999999,,0.0418,12.6357,0.1976,47.3313,,,,0.0053,,Olivine
52202,SKU_1_OL_C3_3_P3,40.3865999999,,0.04,12.566,0.2024,47.4311,,,,0.0077,,Olivine
52203,SKU_1_OL_C3_3_P3,40.4819000001,,0.042,12.6221,0.2053,47.5049,,,,0.0077,,Olivine
52204,SKU_1_OL_C3_3_P3,40.3913000001,,0.0423,12.6498,0.2033,47.4641,,,,0.006,,Olivine
52205,SKU_1_OL_C3_3_P3,40.4389,,0.0443,12.498,0.1967,47.5761999999,,,,0.0039,,Olivine
52206,SKU_1_OL_C3_3_P3,40.6651,,0.0473,12.298,0.1953,46.2032,,,,0.0051,,Olivine
52207,SKU_1_OL_C3_3_P3,40.8132000001,,0.0413,12.3102,0.2026,47.5382000001,,,,0.0101,,Olivine
52208,SKU_1_OL_C3_3_P3,40.3725999999,,0.0424,12.3704,0.2031,47.4275,,,,0.0057,,Olivine
52209,SKU_1_OL_C3_3_P3,40.5591999999,,0.0411,12.3975,0.1947,47.373,,,,0.0074,,Olivine
52210,SKU_1_OL_C3_3_P3,40.5647,,0.04,12.4658,0.1957,47.3716999999,,,,0.004,,Olivine
52211,SKU_1_OL_C3_3_P3,40.4577,,0.0421,12.305,0.1945,47.4006000001,,,,0.0033,,Olivine
52212,SKU_1_OL_C3_3_P3,40.5594,,0.0405,12.424,0.201,47.4069,,,,0.0071,,Olivine
52213,SKU_1_OL_C3_3_P3,40.6697999999,,0.0435,12.3531,0.1959,47.4542,,,,0.0011,,Olivine
52214,SKU_1_OL_C3_3_P3,40.5876000001,,0.0443,12.3515,0.1969,47.4151000001,,,,0.0067,,Olivine
52215,SKU_1_OL_C3_3_P3,40.8610000001,,0.0447,12.4161,0.2034,47.3254,,,,0.0146,,Olivine
52216,SKU_1_OL_C3_3_P3,40.677,,0.047,12.3664,0.1934,47.4161999999,,,,0.0113,,Olivine
52217,SKU_1_OL_C3_3_P3,40.7254999999,,0.0446,12.2767,0.19,47.6381999999,,,,0.0091,,Olivine
52218,SKU_1_OL_C3_3_P3,40.6301,,0.0416,12.3276,0.1974,47.5932,,,,0.0034,,Olivine
52219,SKU_1_OL_C3_3_P3,40.2478999999,,0.0425,12.3546,0.1969,47.5444,,,,0.0047,,Olivine
52220,SKU_1_OL_C3_3_P3,40.7086000001,,0.0433,12.4245,0.1969,47.5459000001,,,,0.0101,,Olivine
52221,SKU_1_OL_C3_3_P3,40.519,,0.0429,12.3124,0.195,47.5455,,,,0.0053,,Olivine
52222,SKU_1_OL_C3_3_P3,40.3795,,0.0425,12.2723,0.1992,47.4218000001,,,,0.0035,,Olivine
52223,SKU_1_OL_C3_3_P3,40.7745999999,,0.0435,12.3403,0.1972,47.4393000001,,,,0.0044,,Olivine
52224,SKU_1_OL_C3_3_P3,40.8701999999,,0.0448,12.3146,0.198,47.6176000001,,,,0.0029,,Olivine
52225,SKU_1_OL_C3_3_P3,40.6606,,0.0444,12.3019,0.1971,47.5755,,,,0.0049,,Olivine
52226,SKU_1_OL_C3_3_P3,40.7637,,0.0457,12.3384,0.1964,47.6502,,,,0.0059,,Olivine
52227,SKU_1_OL_C3_3_P3,40.4091999999,,0.0521,12.2734,0.1969,47.7078000001,,,,0.0029,,Olivine
52228,SKU_1_OL_C3_3_P3,40.5235000001,,0.0515,12.2885,0.2005,47.6303999999,,,,0.0025,,Olivine
52229,SKU_1_OL_C3_3_P3,40.4919000001,,0.0503,12.3498,0.2001,47.4789,,,,0.0024,,Olivine
52230,SKU_1_OL_C3_3_P3,40.3030000001,,0.051,12.4587,0.1935,47.7408000001,,,,0.0004,,Olivine
52231,SKU_1_OL_C3_3_P3,40.5493,,0.0493,12.3031,0.1962,47.5205,,,,0.003,,Olivine
52232,SKU_1_OL_C3_3_P3,40.3961,,0.0467,12.3123,0.1928,47.6022999999,,,,0.0087,,Olivine
52233,SKU_1_OL_C3_3_P3,40.4501,,0.0443,12.4591,0.2003,47.6785,,,,0.0038,,Olivine
52234,SKU_1_OL_C3_3_P3,40.4041999999,,0.0438,12.3988,0.201,47.5673000001,,,,0.0015,,Olivine
52235,SKU_1_OL_C3_4_P3,39.5534,,0.0365,18.7035,0.3087,42.0731,0.4049,,,,,Olivine
52236,SKU_1_OL_C3_4_P3,39.5576000001,,0.0322,18.3126,0.2962,42.6270000001,0.384,,,,,Olivine
52237,SKU_1_OL_C3_4_P3,39.6483000001,,0.0321,17.7454000001,0.2852,42.9709,0.3784,,,,,Olivine
52238,SKU_1_OL_C3_4_P3,39.5734,,0.0323,17.36,0.2878,43.1081,0.366,,,,,Olivine
52239,SKU_1_OL_C3_4_P3,39.9519999999,,0.0384,17.0505999999,0.2726,43.4885,0.3707,,,,,Olivine
52240,SKU_1_OL_C3_4_P3,39.7723,,0.0371,16.8641,0.2697,43.6410999999,0.3749,,,,,Olivine
52241,SKU_1_OL_C3_4_P3,39.7527000001,,0.0389,16.4905,0.2616,44.1182,0.3684,,,,,Olivine
52242,SKU_1_OL_C3_4_P3,39.6849999999,,0.0397,16.119,0.2587,44.3028000001,0.3668,,,,,Olivine
52243,SKU_1_OL_C3_4_P3,40.0472,,0.038,15.7694,0.2493,44.7421999999,0.3642,,,,,Olivine
52244,SKU_1_OL_C3_4_P3,40.0778000001,,0.0391,15.6360999999,0.2458,44.8243000001,0.3696,,,,,Olivine
52245,SKU_1_OL_C3_4_P3,40.3525999999,,0.0387,15.0715,0.24,45.1616000001,0.3691,,,,,Olivine
52246,SKU_1_OL_C3_4_P3,40.4153999999,,0.0402,15.0194,0.2405,45.3116,0.3696,,,,,Olivine
52247,SKU_1_OL_C3_4_P3,40.2668999999,,0.0418,14.744,0.2368,45.584,0.3761,,,,,Olivine
52248,SKU_1_OL_C3_4_P3,40.3274999999,,0.0397,14.4494,0.232,45.6224,0.39,,,,,Olivine
52249,SKU_1_OL_C3_4_P3,40.3415,,0.0418,14.2665,0.227,45.8411000001,0.3808,,,,,Olivine
52250,SKU_1_OL_C3_4_P3,40.2944999999,,0.0422,14.0704,0.2248,46.052,0.3803,,,,,Olivine
52251,SKU_1_OL_C3_4_P3,40.5398000001,,0.0421,14.0026,0.2052,46.2672,0.438,,,,,Olivine
52252,SKU_1_OL_C3_4_P3,39.9334,,0.0421,13.6151,0.2166,46.6495999999,0.3874,,,,,Olivine
52253,SKU_1_OL_C3_4_P3,40.3700999999,,0.0408,13.4718,0.2212,46.5483,0.3839,,,,,Olivine
52254,SKU_1_OL_C3_4_P3,40.4595999999,,0.0395,13.3036,0.2176,46.6276,0.3797,,,,,Olivine
52255,SKU_1_OL_C3_4_P3,39.8475999999,,0.0392,13.3055,0.2076,46.8381,0.378,,,,,Olivine
52256,SKU_1_OL_C3_4_P3,40.4457999999,,0.0384,13.0968,0.2107,46.6926,0.386,,,,,Olivine
52257,SKU_1_OL_C3_4_P3,40.3752999999,,0.037,13.1544,0.2073,46.8728,0.3834,,,,,Olivine
52258,SKU_1_OL_C3_4_P3,40.3246000001,,0.0377,13.0325,0.211,46.7405999999,0.3864,,,,,Olivine
52259,SKU_1_OL_C3_4_P3,40.4519999999,,0.038,13.0717,0.2066,46.9140000001,0.3914,,,,,Olivine
52260,SKU_1_OL_C3_4_P3,40.3419,,0.0357,12.8978,0.2116,47.0116,0.3828,,,,,Olivine
52261,SKU_1_OL_C3_4_P3,40.2921999999,,0.0382,12.9395000001,0.2118,46.909,0.392,,,,,Olivine
52262,SKU_1_OL_C3_4_P3,40.6508000001,,0.0387,12.9302,0.2097,47.0733,0.3913,,,,,Olivine
52263,SKU_1_OL_C3_4_P3,40.3551999999,,0.0385,12.9289,0.2104,46.9779000001,0.3927,,,,,Olivine
52264,SKU_1_OL_C3_4_P3,40.2050000001,,0.0376,12.8531,0.2106,46.9923,0.3927,,,,,Olivine
52265,SKU_1_OL_C3_4_P3,40.4644999999,,0.0381,12.9043,0.2056,47.0413,0.3969,,,,,Olivine
52266,SKU_1_OL_C3_4_P3,40.3956,,0.0376,12.8616,0.2085,47.1064,0.3895,,,,,Olivine
52267,SKU_1_OL_C3_4_P3,40.2045,,0.0386,12.7315,0.203,47.018,0.3927,,,,,Olivine
52268,SKU_1_OL_C3_4_P3,40.3177,,0.0384,12.8186,0.2081,47.0417,0.392,,,,,Olivine
52269,SKU_1_OL_C3_4_P3,40.4506000001,,0.0368,12.8784,0.2084,47.0663999999,0.385,,,,,Olivine
52270,SKU_1_OL_C3_4_P3,40.5035000001,,0.0378,12.7469,0.208,47.1047,0.3877,,,,,Olivine
52271,SKU_1_OL_C3_4_P3,40.4037000001,,0.0371,12.8104,0.2028,47.1795000001,0.3842,,,,,Olivine
52272,SKU_1_OL_C3_4_P3,40.3303,,0.0381,12.8162,0.2135,47.0201,0.3855,,,,,Olivine
52273,SKU_1_OL_C3_4_P3,40.2096,,0.0417,12.7586,0.1997,47.2255,0.3847,,,,,Olivine
52274,SKU_1_OL_C3_4_P3,40.3365,,0.0404,12.763,0.2007,47.1824000001,0.3819,,,,,Olivine
52275,SKU_1_OL_C3_4_P3,40.3897,,0.0397,12.9122,0.203,47.1686,0.3959,,,,,Olivine
52276,SKU_1_OL_C3_4_P3,40.4683999999,,0.0417,12.8137,0.2092,47.1437999999,0.3791,,,,,Olivine
52277,SKU_1_OL_C3_4_P3,40.4054999999,,0.038,12.8596,0.2031,47.1608,0.3835,,,,,Olivine
52278,SKU_1_OL_C3_4_P3,40.2768999999,,0.039,12.7446,0.2028,47.0414,0.3841,,,,,Olivine
52279,SKU_1_OL_C3_4_P3,40.4689,,0.0398,12.7943,0.2081,47.1476999999,0.3868,,,,,Olivine
52280,SKU_1_OL_C3_4_P3,40.2753000001,,0.0407,12.8139,0.2073,47.1979000001,0.3828,,,,,Olivine
52281,SKU_1_OL_C3_4_P3,40.3354,,0.0394,12.8236,0.2103,46.7928000001,0.3723,,,,,Olivine
52282,SKU_1_OL_C3_4_P3,40.5586,,0.0386,12.985,0.2094,46.9613,0.3779,,,,,Olivine
52283,SKU_1_OL_C3_4_P3,40.8155,,0.0391,13.0829,0.2023,46.9324000001,0.3748,,,,,Olivine
52284,SKU_1_OL_C3_4_P3,40.2783999999,,0.0379,13.0956,0.2181,46.6553999999,0.381,,,,,Olivine
52285,SKU_1_OL_C4_1_P4,39.3475999999,,0.0313,18.8581,0.3074,42.1541000001,0.4376,,,,,Olivine
52286,SKU_1_OL_C4_1_P4,39.3634000001,,0.0307331556,18.5099,0.2967,42.769,0.3586,,,,,Olivine
52287,SKU_1_OL_C4_1_P4,39.2973,,0.0316691812,18.0586,0.2906,43.1368000001,0.341,,,,,Olivine
52288,SKU_1_OL_C4_1_P4,39.6472999999,,0.0329,17.6228,0.2808,43.2336,0.3399,,,,,Olivine
52289,SKU_1_OL_C4_1_P4,39.6592,,0.0328,17.5817,0.2804,43.5177000001,0.3365,,,,,Olivine
52290,SKU_1_OL_C4_1_P4,39.3347000001,,0.0334,17.11,0.2768,43.8499,0.3314,,,,,Olivine
52291,SKU_1_OL_C4_1_P4,39.9902,,0.0335,17.1173,0.2751,43.8604,0.3337,,,,,Olivine
52292,SKU_1_OL_C4_1_P4,39.8492,,0.0357,16.6888000001,0.2679,44.0547000001,0.3313,,,,,Olivine
52293,SKU_1_OL_C4_1_P4,39.5752000001,,0.0343,16.5842,0.2618,44.3280000001,0.3277,,,,,Olivine
52294,SKU_1_OL_C4_1_P4,39.8054,,0.0393,16.1414,0.2546,44.4457,0.3279,,,,,Olivine
52295,SKU_1_OL_C4_1_P4,40.0003,,0.0447,16.0096,0.252,44.7436,0.3246,,,,,Olivine
52296,SKU_1_OL_C4_1_P4,40.1443000001,,0.0419,15.68,0.256,44.7419000001,0.3235,,,,,Olivine
52297,SKU_1_OL_C4_1_P4,39.8397999999,,0.0382,15.5357,0.2508,44.8475000001,0.3239,,,,,Olivine
52298,SKU_1_OL_C4_1_P4,40.0972,,0.0398,15.2243000001,0.2417,45.0922,0.3262,,,,,Olivine
52299,SKU_1_OL_C4_1_P4,39.9644000001,,0.0413,15.0424,0.2392,45.3666,0.3285,,,,,Olivine
52300,SKU_1_OL_C4_1_P4,40.0349999999,,0.0426,14.8364,0.2366,45.5404,0.3269,,,,,Olivine
52301,SKU_1_OL_C4_1_P4,40.1472999999,,0.0429,14.7326,0.2358,45.6559000001,0.3379,,,,,Olivine
52302,SKU_1_OL_C4_1_P4,40.3522000001,,0.0422,14.536,0.2361,46.0272000001,0.3314,,,,,Olivine
52303,SKU_1_OL_C4_1_P4,40.3386999999,,0.0427,14.2085,0.2301,45.9617,0.3302,,,,,Olivine
52304,SKU_1_OL_C4_1_P4,39.9726,,0.0432,14.0986,0.2236,46.233,0.3312,,,,,Olivine
52305,SKU_1_OL_C4_1_P4,40.1696000001,,0.0417,13.9606000001,0.2254,46.2921,0.3337,,,,,Olivine
52306,SKU_1_OL_C4_1_P4,40.2054,,0.0424,13.7072000001,0.2208,46.4857999999,0.335,,,,,Olivine
52307,SKU_1_OL_C4_1_P4,39.9266999999,,0.0417,13.8114,0.219,46.5486999999,0.337,,,,,Olivine
52308,SKU_1_OL_C4_1_P4,40.3864999999,,0.0412,13.5152,0.2154,46.5659,0.3362,,,,,Olivine
52309,SKU_1_OL_C4_1_P4,40.1231000001,,0.0411,13.3802,0.2144,46.5416,0.3412,,,,,Olivine
52310,SKU_1_OL_C4_1_P4,40.2753000001,,0.0406,13.339,0.2146,46.6727999999,0.3447,,,,,Olivine
52311,SKU_1_OL_C4_1_P4,40.3244000001,,0.0407,13.3537999999,0.2082,46.6812,0.3476,,,,,Olivine
52312,SKU_1_OL_C4_1_P4,39.9148,,0.0419,13.161,0.2158,46.8678,0.3518,,,,,Olivine
52313,SKU_1_OL_C4_1_P4,40.4751,,0.0447,13.1129,0.2113,46.9323000001,0.3494,,,,,Olivine
52314,SKU_1_OL_C4_1_P4,40.1686999999,,0.0429,13.0915000001,0.2107,46.9315000001,0.3685,,,,,Olivine
52315,SKU_1_OL_C4_1_P4,40.4997000001,,0.0396,13.1183,0.2088,46.807,0.352,,,,,Olivine
52316,SKU_1_OL_C4_1_P4,40.3246000001,,0.0445,13.0833000001,0.2132,46.7581999999,0.3562,,,,,Olivine
52317,SKU_1_OL_C4_1_P4,40.5735,,0.0435,13.0357,0.2117,46.9978,0.3541,,,,,Olivine
52318,SKU_1_OL_C4_1_P4,40.0423000001,,0.0461,13.0605000001,0.2105,46.9571,0.3526,,,,,Olivine
52319,SKU_1_OL_C4_1_P4,40.1671000001,,0.0406,13.0268,0.2107,46.8553,0.356,,,,,Olivine
52320,SKU_1_OL_C4_1_P4,40.4817,,0.0404,12.9246,0.2116,46.9291,0.3628,,,,,Olivine
52321,SKU_1_OL_C4_1_P4,40.3606,,0.0399,12.9685,0.2076,46.9353000001,0.3658,,,,,Olivine
52322,SKU_1_OL_C4_1_P4,40.5442,,0.0403,12.9021999999,0.2121,46.9615999999,0.3646,,,,,Olivine
52323,SKU_1_OL_C4_1_P4,40.3346000001,,0.0422,12.9547000001,0.2057,46.9976,0.3683,,,,,Olivine
52324,SKU_1_OL_C4_1_P4,40.5279,,0.0424,12.8816,0.2136,47.1175999999,0.3601,,,,,Olivine
52325,SKU_1_OL_C4_1_P4,40.4442000001,,0.0411,12.9226,0.2114,47.0253,0.3545,,,,,Olivine
52326,SKU_1_OL_C4_1_P4,40.3990999999,,0.0392,12.8803,0.2077,47.1347,0.346,,,,,Olivine
52327,SKU_1_OL_C4_1_P4,40.1078000001,,0.0422,12.9575,0.2089,46.9851,0.346,,,,,Olivine
52328,SKU_1_OL_C4_1_P4,40.1859000001,,0.0419,12.7563,0.2077,47.1076,0.3446,,,,,Olivine
52329,SKU_1_OL_C4_1_P4,40.5558,,0.0437,12.8963,0.2106,46.9790999999,0.3448,,,,,Olivine
52330,SKU_1_OL_C4_1_P4,40.0526000001,,0.0476,12.8003,0.2082,47.0818999999,0.3492,,,,,Olivine
52331,SKU_1_OL_C4_1_P4,40.2049000001,,0.0423,12.9286,0.2143,47.0836999999,0.3443,,,,,Olivine
52332,SKU_1_OL_C4_1_P4,40.4984999999,,0.0416,12.9247,0.2092,47.0013999999,0.3451,,,,,Olivine
52333,SKU_1_OL_C4_1_P4,40.0804999999,,0.0414,12.7783,0.2101,46.9673000001,0.3462,,,,,Olivine
52334,SKU_1_OL_C4_1_P4,40.4224,,0.0419,12.8169,0.2097,46.77,0.3475,,,,,Olivine
52335,SKU_1_OL_C4_1_P4,40.7423,,0.0408,12.85,0.2084,46.4922,0.3492,,,,,Olivine
52336,SKU_2_OL_C8_P1,39.4241000001,0.0243,0.0353,17.8584,0.3041,42.1075000001,0.3587,,,,0.0213,Olivine
52337,SKU_2_OL_C8_P1,39.4171,0.0109,0.0357,17.7115,0.2929,42.8436,0.3397,,,,0.0304,Olivine
52338,SKU_2_OL_C8_P1,39.5171000001,0.0146,0.0388,16.8483,0.2712,43.4856,0.329,,,,0.0393,Olivine
52339,SKU_2_OL_C8_P1,39.7597,0.0079,0.0424,16.6469,0.2751,43.7979999999,0.3269,,,,0.04,Olivine
52340,SKU_2_OL_C8_P1,39.8936000001,0.0101,0.0394,15.936,0.2645,44.3502,0.3368,,,,0.0451,Olivine
52341,SKU_2_OL_C8_P1,39.8710000001,0.0079,0.0386,15.6585,0.249,44.7979,0.3298,,,,0.0438,Olivine
52342,SKU_2_OL_C8_P1,39.9932000001,0.0031,0.0393,15.1261999999,0.2636,45.1009,0.3351,,,,0.0496,Olivine
52343,SKU_2_OL_C8_P1,40.1561999999,0.006,0.0396,14.4879,0.2426,45.389,0.3341,,,,0.0428,Olivine
52344,SKU_2_OL_C8_P1,40.1706,0.0069,0.0386,14.1709999999,0.2381,45.5463000001,0.3341,,,,0.0465,Olivine
52345,SKU_2_OL_C8_P1,40.0746,0.0065,0.0395,14.0847999999,0.2361,45.7582,0.3358,,,,0.0409,Olivine
52346,SKU_2_OL_C8_P1,40.1874999999,0.0037,0.042,13.6308,0.2216,46.0081,0.3397,,,,0.0461,Olivine
52347,SKU_2_OL_C8_P1,40.3591,0.0,0.0402,13.5568,0.2155,46.0977,0.3436,,,,0.0484,Olivine
52348,SKU_2_OL_C8_P1,40.1659000001,0.0053,0.04,13.3967,0.2272,46.277,0.3414,,,,0.0451,Olivine
52349,SKU_2_OL_C8_P1,40.4422,0.0067,0.041,13.1487,0.2197,46.4203,0.3439,,,,0.0471,Olivine
52350,SKU_2_OL_C8_P1,40.3145000001,0.0059,0.0407,13.2427,0.2228,46.4246999999,0.3456,,,,0.0447,Olivine
52351,SKU_2_OL_C8_P1,40.2694999999,0.0047,0.0396,13.3612,0.2251,46.3679,0.343,,,,0.0465,Olivine
52352,SKU_2_OL_C8_P1,40.305,0.0055,0.0419,13.1468,0.223,46.4482,0.3486,,,,0.0473,Olivine
52353,SKU_2_OL_C8_P1,40.5736,0.0082,0.0416,13.4247999999,0.2254,46.4585999999,0.349,,,,0.0458,Olivine
52354,SKU_2_OL_C8_P1,40.2736,0.0083,0.0433,13.0634,0.2184,46.5031000001,0.3431,,,,0.0455,Olivine
52355,SKU_2_OL_C8_P1,40.3252,0.0049,0.0404,12.8354,0.2072,46.4096,0.343,,,,0.0505,Olivine
52356,SKU_2_OL_C8_P1,40.4944000001,0.0068,0.0385,13.0233,0.2348,46.5935,0.3441,,,,0.0443,Olivine
52357,SKU_2_OL_C8_P1,40.2067,0.0058,0.0396,13.0967,0.2319,46.3838999999,0.3433,,,,0.0482,Olivine
52358,SKU_2_OL_C8_P1,40.2236000001,0.0047,0.0418,13.5276,0.2186,46.3403999999,0.3459,,,,0.0445,Olivine
52359,SKU_2_OL_C8_P1,40.5364999999,0.0032,0.0381,13.5687,0.2216,46.4359,0.3404,,,,0.0434,Olivine
52360,SKU_2_OL_C8_P1,40.6556000001,0.0108,0.0395,13.4849000001,0.2185,46.4186000001,0.3403,,,,0.047,Olivine
52361,SKU_2_OL_C8_P1,40.3509000001,0.0077,0.0407,13.3548,0.2209,46.3304000001,0.351,,,,0.0453,Olivine
52362,SKU_2_OL_C8_P1,40.2953,0.0058,0.0372,13.2086,0.223,46.4363999999,0.3401,,,,0.0464,Olivine
52363,SKU_2_OL_C8_P1,40.4624,0.0067,0.0371,13.2422,0.2273,46.2911,0.3383,,,,0.0381,Olivine
52364,SKU_2_OL_C19_P1,39.5662000001,0.0555,0.2464,19.1617,0.3079,41.3682999999,0.4769,,,,0.0246,Olivine
52365,SKU_2_OL_C19_P1,39.6177,0.0165,0.0359,17.7155,0.2889,42.4058,0.3461,,,,0.035,Olivine
52366,SKU_2_OL_C19_P1,39.7071,0.0142,0.0393,17.3712,0.2845,42.9894,0.3342,,,,0.0389,Olivine
52367,SKU_2_OL_C19_P1,39.9049,0.006,0.0396,16.7304,0.2738,43.5757,0.3264,,,,0.0392,Olivine
52368,SKU_2_OL_C19_P1,39.9127000001,0.0071,0.0385,15.9743000001,0.2772,44.1357,0.3372,,,,0.0499,Olivine
52369,SKU_2_OL_C19_P1,40.0023999999,0.01,0.0383,15.3183,0.2621,44.6709,0.3377,,,,0.0469,Olivine
52370,SKU_2_OL_C19_P1,40.1924000001,0.0053,0.0417,15.0925,0.2437,44.7962000001,0.3354,,,,0.0472,Olivine
52371,SKU_2_OL_C19_P1,40.0385000001,0.0033,0.042,14.9084,0.2442,45.3811,0.3418,,,,0.0472,Olivine
52372,SKU_2_OL_C19_P1,40.2665000001,0.0075,0.0394,14.2202,0.2339,44.661,0.3351,,,,0.0472,Olivine
52373,SKU_2_OL_C19_P1,40.3194000001,0.0042,0.0399,13.7422,0.2428,45.6792999999,0.3424,,,,0.0447,Olivine
52374,SKU_2_OL_C19_P1,40.4273,0.0074,0.0387,14.0363,0.2325,45.9055,0.354,,,,0.0452,Olivine
52375,SKU_2_OL_C19_P1,40.0677999999,0.006,0.039,13.8539,0.2328,45.8768000001,0.3492,,,,0.0496,Olivine
52376,SKU_2_OL_C19_P1,39.941,0.0064,0.0429,13.3784,0.2338,45.8149000001,0.3657,,,,0.0501,Olivine
52377,SKU_2_OL_C19_P1,40.1444000001,0.0089,0.0439,13.3195999999,0.2279,46.0782,0.3592,,,,0.0484,Olivine
52378,SKU_2_OL_C19_P1,40.1636999999,0.0082,0.0423,13.3879,0.2143,46.1633,0.3574,,,,0.0474,Olivine
52379,SKU_2_OL_C19_P1,40.3358000001,0.0039,0.0418,13.359,0.2198,46.0756999999,0.3457,,,,0.0471,Olivine
52380,SKU_2_OL_C19_P1,40.1177,0.0093,0.0397,13.2472,0.2179,45.96,0.3531,,,,0.0467,Olivine
52381,SKU_2_OL_C19_P1,40.3666,0.0049,0.0404,13.4996,0.2206,46.2754999999,0.3471,,,,0.0456,Olivine
52382,SKU_2_OL_C19_P1,40.3809,0.0098,0.0397,13.4806,0.2306,46.2210000001,0.3488,,,,0.0476,Olivine
52383,SKU_2_OL_C19_P1,40.3676999999,0.0046,0.0364,13.2015,0.2135,46.1550000001,0.3446,,,,0.0471,Olivine
52384,SKU_2_OL_C19_P1,40.2430999999,0.0029,0.0368,13.3878,0.223,46.2337999999,0.3501,,,,0.0458,Olivine
52385,SKU_2_OL_C19_P1,40.4542000001,0.0014,0.036,13.0681000001,0.2188,46.208,0.3558,,,,0.0464,Olivine
52386,SKU_2_OL_C19_P1,40.2913,0.0037,0.0358,13.4023,0.2226,46.3519000001,0.3567,,,,0.0461,Olivine
52387,SKU_2_OL_C19_P1,40.1964999999,0.0117,0.0368,13.2389,0.2197,46.2099,0.3485,,,,0.0447,Olivine
52388,SKU_2_OL_C19_P1,40.5352999999,0.0026,0.0376,13.3651,0.2086,46.3783,0.3453,,,,0.0445,Olivine
52389,SKU_2_OL_C19_P1,40.6293000001,0.0018,0.0391,13.3643,0.2313,46.3653000001,0.3523,,,,0.0457,Olivine
52390,SKU_2_OL_C19_P1,40.2730999999,0.0063,0.036,13.0462,0.2078,46.2617000001,0.354,,,,0.0443,Olivine
52391,SKU_2_OL_C19_P1,40.3209999999,0.0069,0.0379,13.4209999999,0.2363,46.4876999999,0.3393,,,,0.0479,Olivine
52392,SKU_4_C1_1_OL_P2,39.5003,0.0245,0.0335,18.1959,0.3016,42.8039,0.3458,,,,0.0147,Olivine
52393,SKU_4_C1_1_OL_P2,39.7027999999,0.0303,0.0357,17.8028,0.2981,42.9979,0.3374,,,,0.0382,Olivine
52394,SKU_4_C1_1_OL_P2,39.6686999999,0.0134,0.0411,17.6444,0.3067,43.1256,0.3375,,,,0.0367,Olivine
52395,SKU_4_C1_1_OL_P2,40.0324999999,0.0074,0.042,17.5463,0.2912,43.4917999999,0.3341,,,,0.0309,Olivine
52396,SKU_4_C1_1_OL_P2,39.6638,0.0073,0.046,16.3586,0.2694,43.6649,0.3335,,,,0.0399,Olivine
52397,SKU_4_C1_1_OL_P2,40.0559,0.0,0.0367,16.0317,0.2925,44.3492,0.3346,,,,0.0423,Olivine
52398,SKU_4_C1_1_OL_P2,40.1471999999,0.0154,0.0383,15.9383,0.2529,44.2960000001,0.3332,,,,0.0488,Olivine
52399,SKU_4_C1_1_OL_P2,40.1811000001,0.0,0.0358,15.6799,0.2534,44.6416,0.336,,,,0.0632,Olivine
52400,SKU_4_C1_1_OL_P2,40.0337000001,0.0,0.0373,15.3151,0.253,44.4115000001,0.3366,,,,0.0458,Olivine
52401,SKU_4_C1_1_OL_P2,39.9211,0.0034,0.0392,15.4217,0.2348,44.8572000001,0.3368,,,,0.0526,Olivine
52402,SKU_4_C1_1_OL_P2,40.3724000001,0.0132,0.0361,14.8864,0.2386,45.0841000001,0.3391,,,,0.052,Olivine
52403,SKU_4_C1_1_OL_P2,40.3510000001,0.0007,0.0345,14.8062999999,0.2346,45.2476,0.3427,,,,0.0473,Olivine
52404,SKU_4_C1_1_OL_P2,40.4766,0.0017,0.038,14.7836,0.2471,45.1544,0.3428,,,,0.0532,Olivine
52405,SKU_4_C1_1_OL_P2,40.1853,0.0271,0.0365,14.4545,0.2221,45.4638,0.3475,,,,0.0465,Olivine
52406,SKU_4_C1_1_OL_P2,40.2637,0.0066,0.0392,14.1297999999,0.2138,45.0334,0.3486,,,,0.0342,Olivine
52407,SKU_4_C1_1_OL_P2,40.2651,0.0205,0.0402,13.8016999999,0.2447,46.3962,0.3501,,,,0.0537,Olivine
