,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
1662,9_N_34,42.297,,32.072,0.0,,,0.059,17.497,4.733,,,,Nepheline,Zaitsevetal2012
1663,9_N_35,42.204,,31.483,0.0,,,,17.444,4.673,,,,Nepheline,Zaitsevetal2012
1664,9_N_36,41.498,,32.832,0.0,,,0.245,16.665,5.789,,,,Nepheline,Zaitsevetal2012
1665,9_N_38,40.803,,33.192,0.0,,,0.259,16.782,6.131,,,,Nepheline,Zaitsevetal2012
1666,9_N_39,41.654,,32.212,0.0,,,0.225,16.627,5.694,,,,Nepheline,Zaitsevetal2012
1667,9_N_41,41.607,,32.099,0.0,,,0.166,16.569,6.277,,,,Nepheline,Zaitsevetal2012
1668,9_N_42,41.604,,32.415,0.0,,,0.177,16.221,6.624,,,,Nepheline,Zaitsevetal2012
1669,9_N_43,41.198,,31.862,0.0,,,0.188,16.288,6.454,,,,Nepheline,Zaitsevetal2012
1670,9_N_44,41.878,,32.552,0.0,,,0.17,16.106,6.6,,,,Nepheline,Zaitsevetal2012
1671,9_N_45,41.613,,31.997,0.0,,,0.19,16.135,6.868,,,,Nepheline,Zaitsevetal2012
1672,9_N_46,42.198,,32.743,0.0,,,0.215,16.26,6.715,,,,Nepheline,Zaitsevetal2012
1673,9_N_47,41.937,,32.413,0.0,,,0.168,16.188,6.668,,,,Nepheline,Zaitsevetal2012
1674,5_N_3 ,42.439,,32.873,0.0,,,0.038,16.856,5.851,,,,Nepheline,Zaitsevetal2012
1675,5_N_6 ,41.617,,32.734,0.0,,,0.228,16.947,6.05,,,,Nepheline,Zaitsevetal2012
1676,5_N_7 ,42.538,,33.287,0.0,,,0.073,16.543,6.174,,,,Nepheline,Zaitsevetal2012
1677,5_N_8 ,42.787,,32.968,0.0,,,0.284,16.543,6.066,,,,Nepheline,Zaitsevetal2012
1678,5_N_9 ,42.492,,33.23,0.0,,,0.293,16.457,6.065,,,,Nepheline,Zaitsevetal2012
1679,5_N_10 ,42.782,,33.089,0.0,,,0.247,16.683,6.013,,,,Nepheline,Zaitsevetal2012
1680,5_N_11 ,42.842,,33.141,0.0,,,0.209,16.439,6.237,,,,Nepheline,Zaitsevetal2012
1681,5_N_12 ,43.027,,32.933,0.0,,,0.13,16.417,6.246,,,,Nepheline,Zaitsevetal2012
1682,5_N_13 ,44.123,,31.565,0.0,,,,16.684,5.601,,,,Nepheline,Zaitsevetal2012
1683,5_N_14 ,43.874,,31.325,0.0,,,0.028,16.656,5.608,,,,Nepheline,Zaitsevetal2012
1684,5_N_15 ,42.435,,32.47,0.0,,,0.023,16.492,6.406,,,,Nepheline,Zaitsevetal2012
1685,9_N_1,42.788,,32.471,0.0,,,0.134,17.195,5.361,,,,Nepheline,Zaitsevetal2012
1686,9_N_2,42.898,,33.176,0.0,,,0.133,17.17,5.621,,,,Nepheline,Zaitsevetal2012
1687,9_N_3,43.189,,32.593,0.0,,,0.036,17.403,5.436,,,,Nepheline,Zaitsevetal2012
1688,9_N_4,42.692,,33.119,0.0,,,0.253,17.141,5.711,,,,Nepheline,Zaitsevetal2012
1689,9_N_5,43.034,,32.095,0.0,,,0.745,17.056,5.458,,,,Nepheline,Zaitsevetal2012
1690,9_N_6,41.538,,32.133,0.0,,,0.277,16.847,6.03,,,,Nepheline,Zaitsevetal2012
1691,9_N_11,43.086,,33.009,0.0,,,0.239,16.879,5.587,,,,Nepheline,Zaitsevetal2012
1692,9_N_12,41.862,,32.937,0.0,,,0.055,17.025,6.052,,,,Nepheline,Zaitsevetal2012
1693,9_N_15,41.699,,31.923,0.0,,,0.037,16.987,5.781,,,,Nepheline,Zaitsevetal2012
1694,9_N_16,42.621,,32.642,0.0,,,0.071,16.942,5.977,,,,Nepheline,Zaitsevetal2012
1695,9_N_7,43.341,,32.151,0.0,,,0.369,16.849,5.45,,,,Nepheline,Zaitsevetal2012
1696,9_N_8,42.958,,32.051,0.0,,,0.908,16.981,5.354,,,,Nepheline,Zaitsevetal2012
1697,9_N_9,43.056,,32.631,0.0,,,0.442,17.095,5.645,,,,Nepheline,Zaitsevetal2012
1698,9_N_10,42.981,,32.803,0.0,,,0.065,16.819,5.942,,,,Nepheline,Zaitsevetal2012
1699,9_N_17,42.548,,32.24,0.0,,,0.081,16.857,6.084,,,,Nepheline,Zaitsevetal2012
1700,CN_C_Ol1,39.84604,2e-05,0.01915,17.39875,0.243865,43.12669,0.21963,0.01495,0.007775,0.013685,,,Olivine,Barthetal2019
1701,CN_C_Ol1',39.78784,0.01027,0.026165,17.446295,0.324905,43.227635,0.18819,0.015305,0.006115,0.017815,,,Olivine,Barthetal2019
1702,CN_C_Ol2,38.896455,0.014615,0.0056549999999999,21.791545,0.34931,39.47292,0.204635,0.004635,0.006005,0.013985,,,Olivine,Barthetal2019
1703,CN_C_Ol3,39.451170000000005,2e-05,0.028775,19.52882,0.298085,41.42913,0.231755,1e-05,0.001825,0.019815,,,Olivine,Barthetal2019
1704,CN_C_Ol3_MI2,39.680195,0.00694,0.019405,18.50234,0.30384,42.207404999999994,0.22619,0.01897,1e-05,2e-05,,,Olivine,Barthetal2019
1705,CN_C_Ol4,39.64716,0.0147599999999999,0.01985,17.764635,0.2599249999999999,42.984245,0.1833,1e-05,0.004685,0.01358,,,Olivine,Barthetal2019
1706,CN_C_Ol5,39.988815,2e-05,0.03462,17.185355,0.2512,42.87402,0.1942499999999999,0.0097,0.0111449999999999,0.02479,,,Olivine,Barthetal2019
1707,CN_C_Ol5_MI2,39.535325,0.02045,0.0348399999999999,17.401795,0.2901249999999999,42.78953,0.20666,0.0048249999999999,0.0028799999999999,0.0062749999999999,,,Olivine,Barthetal2019
1708,CN_C_Ol6,38.917725,0.01532,0.008055,19.88742,0.32381,41.78003,0.183875,0.016205,0.00591,0.02191,,,Olivine,Barthetal2019
1709,CN_C_Ol7,39.17938,0.007025,0.011845,21.76098,0.3734349999999999,39.08063,0.20042,1e-05,0.007245,2e-05,,,Olivine,Barthetal2019
1710,CN_C_Ol8,38.313590000000005,0.0110949999999999,0.03061,25.721525,0.44681,36.478995,0.197275,0.00801,0.00135,2e-05,,,Olivine,Barthetal2019
1711,CN_C_Ol8_MI2,37.8207,0.042085,0.0149699999999999,25.85867,0.44267,36.927195,0.191475,0.020645,0.00343,0.00928,,,Olivine,Barthetal2019
1712,CN_C_Ol9,39.30325,0.01936,0.010875,19.988395,0.306125,41.12312,0.17191,0.016255,0.002275,0.00996,,,Olivine,Barthetal2019
1713,CN_C_Ol11,38.527405,2e-05,0.013145,22.67947,0.3656,38.773625,0.19724,0.01621,0.0042499999999999,0.015175,,,Olivine,Barthetal2019
1714,CN_C_Ol11',38.34638,0.040525,0.003915,24.156775,0.388605,37.782545,0.21171,1e-05,1e-05,0.0155649999999999,,,Olivine,Barthetal2019
1715,CN_B_Ol1,38.38129,0.006285,0.029225,21.328245000000003,0.3587749999999999,40.55179,0.197395,0.012575,0.00632,0.02389,,,Olivine,Barthetal2019
1716,CN_B_Ol3,39.276790000000005,0.002415,0.009195,19.96698,0.32946,41.559525,0.19657,0.006985,0.00805,2e-05,,,Olivine,Barthetal2019
1717,CN_B_Ol3_MI2,38.66710500000001,0.019235,0.020735,20.299335,0.310665,40.168800000000005,0.185745,0.007845,1e-05,0.0187799999999999,,,Olivine,Barthetal2019
1718,CN_B_Ol4,39.247645,0.046695,0.02915,19.633325,0.32761,41.49653,0.22258,0.013215,1e-05,0.014665,,,Olivine,Barthetal2019
1719,CN_B_Ol4_MI2,39.40188,0.026075,0.03289,19.374995,0.31678,41.731390000000005,0.232555,0.008245,0.002565,0.015625,,,Olivine,Barthetal2019
1720,CN_B_Ol6,37.994595,0.00703,0.02531,25.241505,0.4642699999999999,36.68229,0.24824,0.006155,0.0039299999999999,0.01354,,,Olivine,Barthetal2019
1721,CN_B_Ol7,39.916565,0.050315,0.01168,18.063175,0.28976,42.875875,0.15885,0.016745,0.004695,0.017785,,,Olivine,Barthetal2019
1722,CN92C_Ol6,39.236720000000005,0.0294,0.02934,18.556255,0.28088,42.003595,0.18413,,0.015745,0.0220199999999999,,,Olivine,Barthetal2019
1723,CN92C_Ol9,39.17476,2e-05,0.001465,19.532825,0.3316599999999999,41.35198,0.17109,,1e-05,0.01685,,,Olivine,Barthetal2019
1724,CN92C_Ol9_MI2,39.52052,0.0307549999999999,0.002905,18.93699,0.317875,41.403724999999994,0.205025,,0.00432,0.010575,,,Olivine,Barthetal2019
1725,CN92C_Ol11,38.989999999999995,2e-05,0.054675,19.61084,0.31126,41.481485,0.196715,,0.00722,0.0053149999999999,,,Olivine,Barthetal2019
1726,CN92C_Ol13,39.255495,0.0069799999999999,0.02597,18.97354,0.34451,41.916574999999995,0.202555,,0.00097,0.0063799999999999,,,Olivine,Barthetal2019
1727,CN92C_Ol12,38.538415,0.0219299999999999,0.0258499999999999,23.166215,0.43627,38.29085,0.199465,,1e-05,0.00211,,,Olivine,Barthetal2019
1728,CN92C_Ol16,39.252849999999995,2e-05,0.037745,17.77427,0.270595,42.717705,0.2009449999999999,,0.003855,0.00214,,,Olivine,Barthetal2019
1729,CN92C_Ol18,39.565775,0.034025,0.0197999999999999,19.260255,0.256145,41.53633,0.19158,,0.004305,0.0052899999999999,,,Olivine,Barthetal2019
1730,CN92C_Ol19,38.40503,0.022155,0.021235,23.382235,0.426195,38.384795,0.200045,,0.000485,0.0084599999999999,,,Olivine,Barthetal2019
1731,CN92C_Ol22,38.653945,0.012835,0.02313,22.732065,0.373205,38.383585,0.19639,,0.005275,0.020065,,,Olivine,Barthetal2019
1732,CN92C_Ol2,39.376895000000005,0.01065,0.02286,17.03103,0.228755,43.166515,0.21947,,0.0033699999999999,0.01701,,,Olivine,Barthetal2019
1733,CN92C_Ol4,39.08538,0.04039,2e-05,18.22464,0.31582,42.36347,0.19277,,0.003855,0.00107,,,Olivine,Barthetal2019
1734,CN92C_Ol8,39.39901,0.00146,0.02266,18.182515,0.29115,42.395084999999995,0.19229,,1e-05,0.01793,,,Olivine,Barthetal2019
1735,CN92C_Emb2_MI,38.31493,0.0091925,0.0093975,21.6993925,0.3812625,38.43435,0.209315,,0.0040725,0.0052899999999999,,,Olivine,Barthetal2019
1736,CN92C_Ol1,38.614835,0.0135699999999999,0.055625,17.996745,0.25315,41.76643,0.190125,,0.0052699999999999,0.01372,,,Olivine,Barthetal2019
1737,CN92C_Ol2,39.089175,0.01431,0.003985,18.856835,0.270795,41.358140000000006,0.18247,,0.019235,0.036115,,,Olivine,Barthetal2019
1738,CN92C_Ol2_MI2,38.97789,0.02304,0.01,19.20144,0.22245,40.86667,0.18612,,0.00674,0.00636,,,Olivine,Barthetal2019
1739,CN92C_Ol2_MI3,38.97789,0.02304,0.01,19.20144,0.22245,40.86667,0.18612,,0.00674,0.00636,,,Olivine,Barthetal2019
1740,CN92F_Ol5,37.758995,0.004115,0.078815,25.608975,0.465175,35.85284,0.216445,,0.00189,0.017745,,,Olivine,Barthetal2019
1741,CN92F_Ol6,38.534865,0.010335,2e-05,23.193925,0.426365,37.764489999999995,0.210195,,0.001915,0.022095,,,Olivine,Barthetal2019
1742,CN92F_Ol9,38.643015000000005,2e-05,0.0201049999999999,20.998785,0.3374399999999999,39.943535,0.198175,,0.00859,0.013685,,,Olivine,Barthetal2019
1743,CN92F_Ol10,37.825190000000006,0.01986,0.0413899999999999,25.27505,0.418315,35.980599999999995,0.19855,,0.000945,0.0197999999999999,,,Olivine,Barthetal2019
1744,CN92F_Ol10_MI2,37.67627,0.03323,0.04506,25.37596,0.445755,36.142945,0.21371,,0.000475,0.0145899999999999,,,Olivine,Barthetal2019
1745,CN92F_Ol14,38.20009,0.0062699999999999,1e-05,23.737025,0.39316,37.619365,0.210345,,0.0127999999999999,0.02719,,,Olivine,Barthetal2019
1746,CN92F_Ol16,37.933679999999995,0.0085449999999999,0.12728,23.927795,0.440125,37.685305,0.215565,,0.014215,1e-05,,,Olivine,Barthetal2019
1747,CN92F_Ol17,37.619625,0.01227,0.0007,25.19138,0.515415,36.393055,0.209415,,1e-05,0.0282299999999999,,,Olivine,Barthetal2019
1748,CN92F_Ol22,39.28004,2e-05,2e-05,18.6271,0.323435,41.46274,0.208965,,0.0182,0.020065,,,Olivine,Barthetal2019
1749,AC4_EUH94_recon,38.20453,0.014992,0.007525,24.61217,0.42913,36.85427,0.137802,,,0.005662,0.000506,,Olivine,Shi
1750,AC4_EUH94_recon,37.93772,0.015358,0.007733,24.52872,0.417052,37.40082,0.133534,,,0.006827,1.5e-05,,Olivine,Shi
1751,AC4_EUH94_recon,37.81292,0.015669,0.00719,24.17429,0.40014,37.48226,0.138983,,,0.00765,0.002352,,Olivine,Shi
1752,AC4_EUH95_recon,36.98344,0.024666,0.0081,25.39666,0.492764,36.63052,0.155442,,,0.012964,1.5e-05,,Olivine,Shi
1753,AC4_EUH95_recon,37.34448,0.019996,0.009435,25.50101,0.482207,36.58997,0.140938,,,0.010872,0.007594,,Olivine,Shi
1754,AC4_EUH95_recon,37.13816,0.016828,0.008125,25.29901,0.461927,36.77282,0.142174,,,0.018874,1.5e-05,,Olivine,Shi
1755,AC4_EUH95_recon,37.38768,0.020242,0.010296,25.10696,0.443605,36.97212,0.140913,,,0.012984,1.5e-05,,Olivine,Shi
1756,AC4_EUH96_recon,38.40044,0.015671,0.007829,25.32919,0.489577,34.78229,0.14907,,,0.005835,8e-05,,Olivine,Shi
1757,AC4_EUH96_recon,38.282,0.014797,0.005478,25.78025,0.470058,35.54544,0.138559,,,0.005517,0.001492,,Olivine,Shi
1758,AC4_EUH96_recon,38.01235,0.017,0.007716,25.20161,0.450229,35.68485,0.130808,,,0.006713,1.5e-05,,Olivine,Shi
1759,AC4_EUH97_recon,36.6701,0.043756,0.995038,28.05329,0.617004,33.70561,0.480241,,,0.041349,0.004268,,Olivine,Shi
1760,AC4_EUH97_recon,37.37247,0.018519,0.006502,25.79502,0.499476,36.38222,0.156217,,,0.01224,1.5e-05,,Olivine,Shi
1761,AC4_EUH97_recon,37.66367,0.016698,0.0061,25.91076,0.491624,36.36778,0.148442,,,0.014134,0.00571,,Olivine,Shi
1762,AC4_EUH97_recon,37.3529,0.017569,0.006047,26.0258,0.488312,36.30373,0.145923,,,0.005732,1.5e-05,,Olivine,Shi
1763,AC4_EUH98_recon,37.42109,0.016313,0.00512,25.16026,0.491474,36.03909,0.168255,,,0.028825,1.5e-05,,Olivine,Shi
1764,AC4_EUH98_recon,37.52827,0.02042,0.004324,25.64557,0.479196,36.29685,0.157842,,,0.011397,1.5e-05,,Olivine,Shi
1765,AC4_EUH98_recon,37.446,0.016811,0.006142,25.7681,0.483029,36.26043,0.141795,,,0.013661,1.5e-05,,Olivine,Shi
1766,AC4_EUH98_recon,37.27332,0.01693,0.006375,25.81734,0.483543,36.05254,0.143704,,,0.007943,0.003453,,Olivine,Shi
1767,AC4_EUH103_recon,36.81638,0.024174,0.009339,25.4548,0.504033,36.70105,0.166168,,,0.016891,0.005318,,Olivine,Shi
1768,AC4_EUH103_recon,36.96135,0.016628,0.008765,25.84758,0.491908,36.79481,0.158311,,,0.015563,0.000239,,Olivine,Shi
1769,AC4_EUH103_recon,36.89127,0.011407,0.006083,25.74615,0.473759,36.89647,0.144856,,,0.012724,1.5e-05,,Olivine,Shi
1770,AC4_EUH103_recon,36.87373,0.012324,0.006986,25.34754,0.455782,37.19491,0.133509,,,0.009311,0.001918,,Olivine,Shi
1771,AC4_EUH104_recon,36.73631,0.01837,0.005564,26.22996,0.504817,36.75829,0.140145,,,0.017487,0.012915,,Olivine,Shi
1772,AC4_EUH106_recon,35.72771,0.026141,0.000935,32.89057,0.691462,30.03983,0.250164,,,0.021092,1.5e-05,,Olivine,Shi
1773,AC4_EUH106_recon,36.1554,0.015017,0.004952,31.50566,0.628056,31.57288,0.178631,,,0.010457,0.001822,,Olivine,Shi
1774,AC4_EUH106_recon,36.25492,0.012584,0.00272,30.03874,0.544938,32.88268,0.13265,,,0.008929,0.006614,,Olivine,Shi
1775,AC4_EUH106_recon,36.92439,0.013182,0.007606,27.9237,0.473762,34.15928,0.128458,,,0.013362,0.001185,,Olivine,Shi
1776,AC4_EUH109_recon,38.19784,0.017321,0.007903,25.41419,0.460001,35.92354,0.137315,,,0.015059,0.003169,,Olivine,Shi
1777,AC4_EUH109_recon,38.08095,0.015806,0.005115,25.1784,0.456095,36.05913,0.136416,,,0.010569,0.0004,,Olivine,Shi
1778,AC4_EUH109_recon,38.4493,0.013115,0.006937,25.09331,0.456126,36.27703,0.134796,,,0.01317,0.000238,,Olivine,Shi
1779,AC4_EUH109_recon,38.39719,0.016734,0.006603,25.54692,0.456337,36.35206,0.135384,,,0.008027,1.5e-05,,Olivine,Shi
1780,AC4_EUH110_recon,38.02954,0.0171,0.006338,25.82343,0.490877,35.63449,0.158031,,,0.008257,1.5e-05,,Olivine,Shi
1781,AC4_EUH110_recon,37.3633,0.01575,0.009722,25.49727,0.470879,36.25138,0.140851,,,0.006504,1.5e-05,,Olivine,Shi
1782,AC4_EUH110_recon,37.43902,0.014643,0.007027,25.22274,0.4548,36.32677,0.137149,,,0.006485,1.5e-05,,Olivine,Shi
1783,AC4_EUH110_recon,37.50528,0.014535,0.005669,24.88648,0.433069,36.94517,0.136493,,,0.008421,1.5e-05,,Olivine,Shi
1784,AC4_EUH112_recon,37.69078,0.016456,0.00288,25.74045,0.520275,35.27945,0.154867,,,0.009804,1.5e-05,,Olivine,Shi
1785,AC4_EUH112_recon,37.61408,0.016866,0.00599,25.74939,0.485477,36.00555,0.147842,,,0.006301,1.5e-05,,Olivine,Shi
1786,AC4_EUH112_recon,37.65397,0.013336,0.009074,25.37768,0.468375,36.37095,0.14758,,,0.00872,1.5e-05,,Olivine,Shi
1787,AC4_EUH112_recon,37.64651,0.017018,0.007788,25.59768,0.458997,36.49249,0.137518,,,0.010214,0.006743,,Olivine,Shi
1788,AC4_EUH114_recon,37.54642,0.020813,0.007616,25.89741,0.513197,34.9107,0.15925,,,0.007628,0.002149,,Olivine,Shi
1789,AC4_EUH114_recon,37.79451,0.017988,0.009991,25.6235,0.492669,34.92125,0.139652,,,0.016459,1.5e-05,,Olivine,Shi
1790,AC4_EUH114_recon,37.85142,0.012595,0.007197,25.47824,0.473595,35.12186,0.133845,,,0.003569,1.5e-05,,Olivine,Shi
1791,AC4_EUH116_recon,37.37614,0.021154,0.006994,26.06194,0.508971,35.45998,0.163534,,,0.02301,1.5e-05,,Olivine,Shi
1792,AC4_EUH116_recon,37.34456,0.020611,0.00701,26.24916,0.505916,35.76765,0.154763,,,0.013693,1.5e-05,,Olivine,Shi
1793,AC4_EUH116_recon,37.04676,0.021957,0.008166,26.19657,0.509417,35.75538,0.154504,,,0.010461,1.5e-05,,Olivine,Shi
1794,AC4_EUH116_recon,37.01655,0.01852,0.00707,26.34852,0.508976,35.93188,0.146901,,,0.013428,1.5e-05,,Olivine,Shi
1795,AC4_EUH119_recon,37.28415,0.014883,0.006566,26.03616,0.511207,35.74356,0.153819,,,0.010932,0.005314,,Olivine,Shi
1796,AC4_EUH119_recon,37.02468,0.017639,0.008827,26.43271,0.51255,35.69306,0.143092,,,0.01737,0.004662,,Olivine,Shi
1797,AC4_EUH119_recon,37.17349,0.015556,0.00833,26.31892,0.513607,35.8779,0.145444,,,0.026201,0.009174,,Olivine,Shi
1798,AC4_EUH119_recon,37.09354,0.017141,0.008356,26.14981,0.514483,35.77959,0.147956,,,0.010853,1.5e-05,,Olivine,Shi
1799,AC4_EUH125_recon,37.22232,0.021486,0.004788,25.3578,0.4913,36.50612,0.159261,,,0.01953,1.5e-05,,Olivine,Shi
1800,L04_N1_1,56.08,0.2769,1.868,7.21,0.1732,34.17,0.517,,,,0.4681,,Orthopyroxene,JollandsandMuntener2019
1801,L04_N1_1,55.64,0.2881,2.28,7.09,0.1481,33.95,0.5643,,,,0.5229,,Orthopyroxene,JollandsandMuntener2019
1802,L04_N1_1,55.41,0.2719,2.45,7.04,0.1241,33.69,0.6312,,,,0.5585,,Orthopyroxene,JollandsandMuntener2019
1803,L04_N1_1,55.67,0.277,2.68,7.0,0.1634,33.89,0.5825,,,,0.5952,,Orthopyroxene,JollandsandMuntener2019
1804,L04_N1_1,55.01,0.2766,2.67,7.13,0.1527,33.59,0.6135,,,,0.6425,,Orthopyroxene,JollandsandMuntener2019
1805,L04_N1_1,55.31,0.2843,2.74,7.08,0.1612,33.98,0.6268,,,,0.6304,,Orthopyroxene,JollandsandMuntener2019
1806,L04_N1_1,55.39,0.2669,2.85,7.06,0.158,33.82,0.698,,,,0.6178,,Orthopyroxene,JollandsandMuntener2019
1807,L04_N1_1,55.14,0.2532,2.82,7.09,0.1415,33.8,0.7319,,,,0.6543,,Orthopyroxene,JollandsandMuntener2019
1808,L04_N1_1,55.39,0.2595,2.92,6.91,0.1616,33.91,0.64,,,,0.6316,,Orthopyroxene,JollandsandMuntener2019
1809,L04_N1_1,54.85,0.3906,2.95,6.43,0.1368,31.92,3.17,,,,0.77,,Orthopyroxene,JollandsandMuntener2019
1810,L04_N1_1,55.33,0.235,2.95,7.01,0.1752,33.78,0.6896,,,,0.6706,,Orthopyroxene,JollandsandMuntener2019
1811,L04_N1_1,55.13,0.2678,3.01,6.92,0.1481,33.73,0.6374,,,,0.6353,,Orthopyroxene,JollandsandMuntener2019
1812,L04_N1_1,55.04,0.2555,3.11,7.08,0.1522,33.64,0.7127,,,,0.6935,,Orthopyroxene,JollandsandMuntener2019
1813,L04_N1_1,55.05,0.2445,3.22,7.07,0.1547,33.57,0.7065,,,,0.7116,,Orthopyroxene,JollandsandMuntener2019
1814,L04_N1_1,54.88,0.2508,3.2,7.01,0.1695,33.33,0.6856,,,,0.713,,Orthopyroxene,JollandsandMuntener2019
1815,L04_N1_1,54.74,0.3114,3.34,6.77,0.101,32.92,1.61,,,,0.7223,,Orthopyroxene,JollandsandMuntener2019
1816,L04_N1_1,54.89,0.2527,3.15,6.95,0.1386,33.64,0.6306,,,,0.6778,,Orthopyroxene,JollandsandMuntener2019
1817,L04_N1_1,55.37,0.2378,3.25,6.96,0.1817,33.96,0.6292,,,,0.6917,,Orthopyroxene,JollandsandMuntener2019
1818,L04_N1_1,54.89,0.2469,3.24,6.98,0.1495,33.68,0.7265,,,,0.7069,,Orthopyroxene,JollandsandMuntener2019
1819,L04_N1_1,54.92,0.2553,3.35,6.92,0.1911,33.66,0.6625,,,,0.7135,,Orthopyroxene,JollandsandMuntener2019
1820,L04_N1_1,54.82,0.2358,3.16,6.87,0.1473,34.09,0.6039,,,,0.7026,,Orthopyroxene,JollandsandMuntener2019
1821,L04_N1_1,54.86,0.2265,3.21,7.06,0.1518,33.77,0.6589,,,,0.7203,,Orthopyroxene,JollandsandMuntener2019
1822,L04_N1_1,55.22,0.2463,3.2,7.0,0.1556,33.85,0.5962,,,,0.7429,,Orthopyroxene,JollandsandMuntener2019
1823,L04_N1_1,55.17,0.2365,3.29,6.97,0.1447,34.01,0.663,,,,0.6874,,Orthopyroxene,JollandsandMuntener2019
1824,L04_N1_1,55.26,0.2093,3.24,6.93,0.1409,33.6,0.6023,,,,0.7275,,Orthopyroxene,JollandsandMuntener2019
1825,L04_N1_1,55.17,0.2455,3.28,6.9,0.1332,32.81,1.45,,,,0.6711,,Orthopyroxene,JollandsandMuntener2019
1826,L04_N1_1,54.84,0.2938,3.35,6.7,0.1581,32.27,2.26,,,,0.7607,,Orthopyroxene,JollandsandMuntener2019
1827,L04_N1_1,55.1,0.3168,3.24,6.43,0.1363,31.64,3.26,,,,0.7213,,Orthopyroxene,JollandsandMuntener2019
1828,L04_N1_1,54.68,0.3469,3.44,6.28,0.1287,31.73,3.31,,,,0.7369,,Orthopyroxene,JollandsandMuntener2019
1829,L04_N1_1,55.1,0.2946,3.44,6.74,0.1406,32.95,1.88,,,,0.7183,,Orthopyroxene,JollandsandMuntener2019
1830,L04_N1_1,55.57,0.2471,3.14,6.83,0.1455,33.52,1.44,,,,0.6972,,Orthopyroxene,JollandsandMuntener2019
1831,L04_N1_1,55.54,0.2122,3.19,6.83,0.1546,34.03,0.6165,,,,0.6667,,Orthopyroxene,JollandsandMuntener2019
1832,L04_N1_1,55.65,0.2426,3.25,6.83,0.1477,33.82,0.9062,,,,0.7033,,Orthopyroxene,JollandsandMuntener2019
1833,L04_N1_1,54.68,0.3135,3.51,6.82,0.1535,32.77,1.9,,,,0.7698,,Orthopyroxene,JollandsandMuntener2019
1834,L04_N1_1,54.54,0.2575,3.32,6.95,0.1431,33.09,0.6819,,,,0.7188,,Orthopyroxene,JollandsandMuntener2019
1835,L04_N1_1,54.59,0.2311,3.37,6.9,0.1694,33.43,0.6671,,,,0.7044,,Orthopyroxene,JollandsandMuntener2019
1836,L04_N1_1,54.44,0.2401,3.19,6.86,0.1755,32.93,1.0753,,,,0.6924,,Orthopyroxene,JollandsandMuntener2019
1837,L04_N1_1,54.72,0.2454,3.33,6.83,0.154,33.55,0.8515,,,,0.7267,,Orthopyroxene,JollandsandMuntener2019
1838,L04_N1_1,54.07,0.2348,3.63,6.62,0.1582,34.56,0.6806,,,,0.6343,,Orthopyroxene,JollandsandMuntener2019
1839,L04_N1_1,54.57,0.284,3.29,6.74,0.1665,32.77,1.42,,,,0.743,,Orthopyroxene,JollandsandMuntener2019
1840,L04_N1_1,54.47,0.2314,3.27,6.92,0.1559,33.42,0.6992,,,,0.7212,,Orthopyroxene,JollandsandMuntener2019
1841,L04_N1_1,54.53,0.2927,3.3,6.86,0.1398,32.72,1.48,,,,0.7341,,Orthopyroxene,JollandsandMuntener2019
1842,L04_N1_1,54.66,0.2463,3.41,7.0,0.175,33.54,0.6639,,,,0.7069,,Orthopyroxene,JollandsandMuntener2019
1843,L04_N1_1,54.88,0.229,3.35,6.82,0.1576,34.1,0.6914,,,,0.6842,,Orthopyroxene,JollandsandMuntener2019
1844,L04_N1_1,54.88,0.2156,3.27,6.78,0.1431,33.79,0.6963,,,,0.7374,,Orthopyroxene,JollandsandMuntener2019
1845,L04_N1_1,54.9,0.2469,3.32,6.93,0.136,33.65,0.6496,,,,0.6888,,Orthopyroxene,JollandsandMuntener2019
1846,L04_N1_1,54.51,0.2244,3.34,6.89,0.1673,33.35,0.7105,,,,0.7132,,Orthopyroxene,JollandsandMuntener2019
1847,L04_N1_1,54.85,0.2316,3.2,6.86,0.1413,33.4,1.0458,,,,0.7067,,Orthopyroxene,JollandsandMuntener2019
1848,L04_N1_1,54.38,0.2579,3.31,7.01,0.1554,33.27,0.9178,,,,0.7248,,Orthopyroxene,JollandsandMuntener2019
1849,L04_N1_1,54.79,0.2545,3.38,6.95,0.1336,33.5,0.7814,,,,0.7227,,Orthopyroxene,JollandsandMuntener2019
1850,L04_N1_1,54.62,0.232,3.33,6.93,0.1095,33.3,0.6955,,,,0.682,,Orthopyroxene,JollandsandMuntener2019
1851,L04_N1_1,54.77,0.2344,3.31,6.91,0.1423,33.53,0.729,,,,0.7354,,Orthopyroxene,JollandsandMuntener2019
1852,L04_N1_1,54.81,0.2509,3.27,6.9,0.1688,33.58,0.6818,,,,0.7432,,Orthopyroxene,JollandsandMuntener2019
1853,L04_N1_1,55.04,0.2169,3.29,6.94,0.1415,33.58,0.711,,,,0.7029,,Orthopyroxene,JollandsandMuntener2019
1854,L04_N1_1,54.89,0.2176,3.33,6.84,0.141,33.69,0.6612,,,,0.7209,,Orthopyroxene,JollandsandMuntener2019
1855,L04_N1_1,54.83,0.2422,3.34,7.01,0.1628,33.42,0.885,,,,0.7076,,Orthopyroxene,JollandsandMuntener2019
