0.4912298,0,0.03261337,0.5370201,0.2673285,0.2040836,0.2215687,0.2332215,0.07229917,0.1523772,0.3427893,0,0,0.6945847,0,0.5072437,0.3182849,0,0.5053273,0.09659924,0,0,0.3044319,0.3184645,0,0,0,0.1686534,0,0,0.3232378,0.1553568,0.4049053,0.08105518,0.2273869,0.3802748,0,0.2934023,0.1705534,0.05922414,
0,0.109892,0,0,0,0.2967763,0.3566532,0.2984315,0.3543903,0.3705042,0.220976,0.6468349,0.1653811,0,0,0.9060805,0,0,0.2171631,0.3244774,0,0,0.1928254,0,0.02884076,0,0,0.1990404,0.3601336,0.1812545,0.1899302,0.1462927,0.1807304,0.1502977,0.00606224,0.3438091,0.5386066,0.1546153,0,0.06228324,
0.1948469,0,0.4215664,0.4798397,0.09958162,0.2361286,0.7436841,1.005785,0.005434621,0,0.7646519,0.4337178,0,0.4638162,0,0.1319951,0,0.04377559,0.06971651,0,0.7182646,0.4494725,0.6593527,0,0.6266109,0.04983944,0,0,0.2081661,0,0,0,0,0.1217456,0.2115669,0.5175804,0,0,0,0.1577493,
0.1294954,0.5503185,0.07136173,0.3877617,0.3632642,0.03767162,0,0.116472,0.6740783,0.4801853,0.2264169,0,0.2778627,0.8074702,0.4145506,0,0.7026127,0.1761488,0.1528513,0.397421,0,0.6419369,0,0,0.1433968,0.01389189,0.04380009,0,0,0,0.2712966,0.2651639,0.1612107,0,0.1807671,0.1694646,0.386323,0.5482858,0.6435026,0,
0.08445522,0.3988779,0,0.1108542,0.5535499,0.1096768,0.4026792,0.1733073,0.5143864,0.4379408,0.5486066,0.6763608,0.5391444,0.08106606,0,0.2327357,0,0.3352866,0.157838,0.4131315,0,0,0,0,0.2031464,0,0.3625565,0.4298705,0.09604933,0.0587578,0.02438756,0.05009336,0.3308875,0.3577447,0,0.2606619,0.08974715,0.01326591,0,0,
0.5648812,0.02880816,0.5117909,0,0.2523455,0.1088151,0.2220127,0.2462536,0.291643,0.4375662,0.4613915,0.2351345,0.2397575,0.304298,0.07643031,0.1369992,0.5469346,0,0,0.5632398,0.8096074,0.1308325,0,0.2345926,0.119684,0.2012028,0.1367857,0.2485303,0.05901807,0.2911879,0.3664498,0.01265319,0.003376764,0.7216724,0,0.08920018,0,0.2808534,0.4860803,0.9219418,
0.01271262,0.04920617,0.002439641,0,0.09602447,0.5107939,0.9856123,0,0,0,0.3372174,0.1837109,0.2198697,0,0,0,0,0.2127455,0.05029024,0.08670184,0,0,0.4143746,0,0,0.1213009,0.2788016,0.2674246,0,0.09289652,0.4081604,0.06381918,0,0.29155,0.07150581,0,0.2412609,0.1067693,0.4143387,0,
0.08171552,0.1482293,0.02077639,0.3000773,0.24735,0.3461481,0.7052687,0.1130158,0,0.3497845,0.3172228,0.7895256,0.7487122,0,0,0.516029,0.07208391,0.3235961,0.1862656,0.3249936,0.009889103,0,0,0.8693504,0.04751106,0.1474188,0.5015002,0,0.04011276,0.4248077,0,0,0.5413833,0.009338946,0.5699791,0.3593915,0.1952728,1.004283,0.2289748,0.8306086,
0.4095116,0.1154696,0,0.1977263,0,0.4093739,0,0.6058289,0.1227945,0.9319578,0.622211,0.5392917,0,0.7905203,0.7599028,0.2569575,0.2016628,0,0.7705001,0.2386721,0.1759472,0,0.6487454,0.08033638,0,0.7237812,0.3993304,0.3455718,0.4172347,0.5898713,0,0.1587108,0.3162095,0.09303728,0.1746665,0.6237553,0.5241745,1.236727,0.4565986,0.2278486,
0.2876177,0.07737549,0.1955665,0,0.4496273,0,0,0,0.1576369,0.000581849,0,0.5364391,0.7540506,0.3982029,0.3801214,0.3467081,0.4343965,0.3707911,0.6793436,0.7758788,0.349723,0,0.3754499,0,0,0.2958776,0.1740855,0.1459751,0.6174246,0.0910129,0,0.1164778,0.5222203,0.8038344,0.09085598,0.4206096,0.6354282,0,0,0,
