,entity_id,Mineral,method,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Total
743,31716,Biotite,EMP,39.20000076,5.28000021,15.19999981,,13.60000038,0.109999999,13.19999981,,,,0.540000021,9.140000343,,96.270001333
744,31717,Biotite,EMP,41.40000153,5.789999962,14.69999981,,12.39999962,0.079999998,13.30000019,,,,0.449999988,8.880000114,,97.00000121199999
745,31718,Biotite,EMP,39.0,5.110000134,15.5,,10.0,0.090000004,17.0,,,,0.419999987,9.270000458,,96.390000583
746,31719,Biotite,EMP,38.90000153,4.010000229,15.69999981,,14.89999962,0.189999998,13.5,,,,0.430000007,8.859999657,,96.49000085099999
747,31720,Biotite,EMP,38.29999924,4.440000057,15.30000019,,14.0,0.119999997,13.5,,,,0.589999974,9.090000153,,95.339999611
748,31721,Biotite,EMP,39.70000076,5.230000019,14.80000019,,13.80000019,0.119999997,13.19999981,,,,0.589999974,8.75,,96.19000094
749,31722,Biotite,EMP,41.90000153,6.860000134,14.80000019,,13.39999962,0.090000004,10.39999962,,,,0.540000021,9.079999924,,97.07000104299999
750,31723,Biotite,EMP,37.70000076,5.570000172,15.60000038,,16.70000076,0.150000006,11.60000038,,,,0.430000007,9.010000229,,96.76000269400001
751,31724,Biotite,EMP,37.20000076,6.380000114,15.80000019,,16.20000076,0.230000004,11.89999962,,,,0.400000006,9.199999809,,97.310001263
752,31725,Biotite,EMP,37.79999924,6.550000191,15.69999981,,13.10000038,0.159999996,13.10000038,,,,0.360000014,9.140000343,,95.910000354
753,31726,Biotite,EMP,38.20000076,4.800000191,16.5,,16.89999962,0.270000011,11.0,,,,0.550000012,8.960000038,,97.18000063200002
754,31727,Biotite,EMP,37.40000153,4.769999981,15.60000038,,17.79999924,0.219999999,11.30000019,,,,0.409999996,9.18999958,,96.690000896
755,31728,Biotite,EMP,37.59999847,6.849999905,15.89999962,,16.10000038,0.109999999,11.10000038,,,,0.360000014,9.100000381,,97.11999914900001
756,31729,Biotite,EMP,37.70000076,7.25,15.69999981,,16.5,0.170000002,10.39999962,,,,0.409999996,9.140000343,,97.270000531
757,31730,Biotite,EMP,37.59999847,6.679999828,15.60000038,,14.60000038,0.07,11.80000019,,,,0.400000006,9.180000305,,95.92999955900001
758,31731,Biotite,EMP,37.5,7.460000038,15.60000038,,13.10000038,0.039999999,12.69999981,,,,0.419999987,9.420000076,,96.24000067
759,31732,Biotite,EMP,37.40000153,6.159999847,16.5,,17.39999962,0.140000001,10.89999962,,,,0.310000002,9.470000267,,98.28000088700001
760,31733,Biotite,EMP,38.70000076,6.820000172,16.0,,13.10000038,0.050000001,12.30000019,,,,0.550000012,9.100000381,,96.620001896
761,31734,Biotite,EMP,38.70000076,6.869999886,16.29999924,,13.69999981,0.119999997,11.60000038,,,,0.379999995,9.260000229,,96.93000029699999
762,43577,Biotite,EMP,37.99000168,1.070000052,15.60000038,0.059999999,6.420000076,0.039999999,21.69000053,,,0.389999986,0.379999995,9.430000305,,93.07000300199998
763,43578,Biotite,EMP,38.24000168,0.939999998,13.26000023,0.349999994,5.519999981,,24.21999931,,,,0.469999999,10.61999989,,93.620001082
764,43579,Biotite,EMP,37.11999893,1.110000014,15.59000015,0.25999999,6.860000134,0.050000001,22.03000069,,,0.07,0.370000005,9.680000305,,93.14000021899999
765,44056,Biotite,EMP,34.06999969,5.21999979,15.11999989,,23.87000084,0.119999997,6.090000153,,,0.050000001,0.730000019,8.710000038,0.0,93.980000418
766,44057,Biotite,EMP,38.58000183,5.019999981,15.35000038,,24.14999962,0.159999996,3.849999905,,,0.219999999,0.920000017,7.880000114,0.090000004,96.220001846
767,44058,Biotite,EMP,37.15000153,4.320000172,15.14000034,,26.67000008,0.219999999,4.369999886,,,0.129999995,0.74000001,8.149999619,0.02,96.91000163099999
768,44059,Biotite,EMP,38.77999878,7.75,13.48999977,,19.37999916,0.02,6.949999809,,,0.439999998,1.059999943,7.599999905,0.209999993,95.67999735800001
769,44060,Biotite,EMP,33.31999969,8.430000305,13.43999958,,24.85000038,0.189999998,6.980000019,,,0.109999999,0.899999976,8.069999695,0.039999999,96.32999964100003
770,44061,Biotite,EMP,34.38999939,8.869999886,13.82999992,,18.15999985,0.07,8.319999695,,,0.039999999,1.059999943,7.190000057,0.029999999,91.959998739
771,44062,Biotite,EMP,37.25,7.420000076,14.06000042,,20.72999954,0.150000006,6.210000038,,,0.209999993,1.24000001,7.199999809,0.07,94.539999892
772,44063,Biotite,EMP,27.35000038,9.130000114,12.38000011,,23.42000008,0.219999999,4.71999979,,,0.059999999,0.419999987,3.289999962,0.039999999,81.03000042
789,45647,Biotite,EMP,38.34000015,6.079999924,15.07999992,,16.40999985,0.02,9.93999958,,,,0.629999995,8.600000381,,95.0999998
790,45648,Biotite,EMP,36.45000076,6.260000229,14.40999985,,17.5,0.01,9.760000229,,,,0.460000008,8.890000343,,93.740001419
791,45649,Biotite,EMP,38.63999939,4.519999981,16.54999924,,14.81000042,0.02,10.25,,,,0.479999989,9.420000076,,94.68999909600001
792,45650,Biotite,EMP,39.86000061,4.940000057,16.40999985,,12.31999969,0.02,11.21000004,,,,0.439999998,9.140000343,,94.340000588
793,45855,Biotite,EMP,39.20999908,1.059999943,19.20999908,1.470000029,4.210000038,,24.98999977,,,0.280000001,0.529999971,9.039999962,,99.999997874
794,45856,Biotite,EMP,42.13000107,1.279999971,16.20000076,1.350000024,3.75999999,,25.37000084,,,0.079999998,0.620000005,9.220000267,,100.01000292500001
795,45857,Biotite,EMP,41.68000031,1.519999981,16.92000008,1.279999971,3.789999962,,24.87000084,,,0.230000004,0.340000004,9.340000153,,99.970001305
796,45858,Biotite,EMP,42.11999893,1.230000019,16.47999954,0.75999999,3.25999999,,25.98999977,,,0.0,0.280000001,9.880000114,,99.999998354
797,45859,Biotite,EMP,41.90000153,1.169999957,16.57999992,1.409999967,3.680000067,,25.40999985,,,0.050000001,0.49000001,9.5,,100.190001302
798,45860,Biotite,EMP,41.97000122,1.309999943,16.10000038,1.75,3.730000019,,25.09000015,,,0.0,0.579999983,9.479999542,,100.01000123700001
799,45861,Biotite,EMP,41.38999939,1.120000005,16.47999954,1.080000043,4.480000019,,25.78000069,,,0.579999983,0.0,9.090000153,,99.99999982300001
800,45862,Biotite,EMP,42.08000183,1.120000005,16.47999954,1.080000043,4.480000019,,25.78000069,,,0.579999983,0.0,9.090000153,,100.69000226300001
801,45863,Biotite,EMP,41.38999939,1.320000052,16.04999924,1.820000052,3.25,,24.97999954,,,0.0,0.219999999,10.22999954,,99.25999781299998
802,59843,Biotite,EMP,37.53,1.78,16.64,0.12,8.63,0.03,19.44,,,0.0,0.66,9.16,,93.99000000000001
803,59920,Biotite,EMP,39.6,3.1,14.2,0.78,5.7,,21.5,,,0.04,0.13,9.9,0.0,94.95000000000002
804,59921,Biotite,EMP,38.0,3.0,16.6,1.14,3.9,,22.7,,,0.01,0.11,9.8,0.0,95.25999999999999
805,59922,Biotite,EMP,40.9,2.9,12.3,0.46,5.8,,21.5,,,0.04,0.14,9.7,0.0,93.74
806,60696,Biotite,EMP,39.6,3.1,14.2,0.78,5.7,,21.5,,,0.04,0.13,9.9,0.0,94.95000000000002
807,60697,Biotite,EMP,38.0,3.0,16.6,1.14,3.9,,22.7,,,0.01,0.11,9.8,0.0,95.25999999999999
808,60698,Biotite,EMP,40.9,2.9,12.3,0.46,5.8,,21.5,,,0.04,0.14,9.7,0.0,93.74
809,65942,Biotite,EMP,37.6,4.7,16.65,,9.13,0.0,17.29,,,0.0,0.76,7.91,0.0,94.04
810,66118,Biotite,EMP,38.12,0.65,14.06,,26.59,0.78,6.09,0.07,,0.03,0.48,8.62,,95.48999999999998
811,66119,Biotite,EMP,38.53,0.99,13.5,,30.86,0.51,4.58,0.04,,0.02,0.4,8.52,,97.95
812,66120,Biotite,EMP,37.51,0.7,13.63,,27.62,0.65,6.56,0.04,,0.02,0.38,8.76,,95.87000000000002
813,66121,Biotite,EMP,37.69,0.78,13.85,,27.48,0.62,6.26,0.12,,0.03,0.4,8.67,,95.9
814,66122,Biotite,EMP,37.42,0.77,14.05,,28.51,0.62,5.47,0.04,,0.02,0.38,8.53,,95.81
815,66123,Biotite,EMP,42.31,0.37,13.32,,13.75,0.33,15.78,0.04,,0.02,0.64,8.94,,95.5
816,66124,Biotite,EMP,42.73,0.43,14.03,,16.5,0.48,12.77,0.06,,0.04,0.55,8.79,,96.38
817,66125,Biotite,EMP,43.38,0.35,13.24,,13.32,0.36,14.96,0.04,,0.03,0.65,8.59,,94.92000000000002
818,66126,Biotite,EMP,43.1,0.26,13.71,,10.26,0.24,18.76,0.04,,0.03,0.63,9.08,,96.11
819,66127,Biotite,EMP,43.16,0.25,13.48,,9.91,0.24,18.42,0.04,,0.03,0.61,9.05,,95.19
820,66128,Biotite,EMP,41.02,0.52,12.9,,15.16,0.43,15.93,0.04,,0.03,0.53,9.19,,95.75000000000001
821,66129,Biotite,EMP,42.25,0.55,12.65,,11.69,0.33,18.47,0.04,,0.03,0.53,9.26,,95.80000000000001
822,66130,Biotite,EMP,37.01,1.03,14.29,,22.37,0.5,9.66,,,0.04,0.69,8.53,,94.11999999999999
823,66131,Biotite,EMP,38.39,1.06,13.34,,19.37,0.48,11.59,,,0.09,0.41,7.92,,92.64999999999999
824,71697,Biotite,EMP,47.63,1.15,13.21,0.004,9.21,0.05,11.89,,,0.48,4.73,7.11,0.07,95.534
1002,31925,Clinopyroxene,EMP,49.90000153,0.917999983,7.340000153,0.282999992,7.630000114,0.211999997,17.03000069,,,13.06999969,0.648999989,0.01,0.075000003,97.11700214100001
1003,31926,Clinopyroxene,EMP,50.95999908,1.470000029,15.57999992,0.039999999,5.909999847,0.01,7.510000229,,,13.71000004,4.739999771,0.01,,99.939998915
1008,31931,Clinopyroxene,EMP,55.29999924,1.190000057,12.68999958,0.07,4.289999962,0.07,8.020000458,0.039999999,,11.84000015,5.309999943,0.839999974,,99.659999363
1009,31932,Clinopyroxene,EMP,55.56999969,0.377999991,14.0,0.108000003,4.5,0.098999999,9.56000042,,,10.75,4.96999979,0.186000004,0.028000001,100.14899989799999
1010,31933,Clinopyroxene,EMP,56.29000092,0.670000017,14.43000031,,3.470000029,,6.75,0.050000001,,10.0,6.119999886,1.029999971,,98.81000113399999
1020,31943,Clinopyroxene,EMP,55.00999832,,2.809999943,1.570000052,4.670000076,0.119999997,27.30999947,,,8.659999847,0.159999996,,,100.309997701
1070,31993,Clinopyroxene,EMP,53.29999924,0.330000013,9.100000381,0.569999993,5.53000021,0.100000001,22.89999962,,,6.610000134,1.929999948,,,100.36999954
1071,31994,Clinopyroxene,EMP,53.79999924,0.330000013,8.270000458,0.540000021,5.550000191,0.109999999,22.5,,,6.940000057,2.039999962,,,100.079999941
1073,31996,Clinopyroxene,EMP,52.40000153,0.310000002,8.399999619,0.800000012,5.789999962,0.079999998,23.10000038,,,6.46999979,1.580000043,,,98.930001336
1138,32063,Clinopyroxene,no_info,49.70000076,1.0,12.5,,6.800000191,0.200000003,13.60000038,,,16.10000038,1.200000048,,,101.100001762
1148,32073,Clinopyroxene,EMP,47.33000183,1.399999976,8.640000343,0.050000001,12.18000031,0.239999995,12.06000042,,,16.62000084,0.769999981,0.029999999,,99.320003695
1169,32094,Clinopyroxene,EMP,56.40000153,0.050000001,5.829999924,,2.900000095,,11.71000004,,,17.76000023,4.849999905,,,99.500001725
1183,32108,Clinopyroxene,EMP,50.29999924,0.800000012,6.300000191,0.330000013,9.800000191,0.280000001,14.60000038,,,15.69999981,1.100000024,,,99.209999862
1184,32109,Clinopyroxene,EMP,50.20000076,1.100000024,9.199999809,,8.800000191,0.189999998,10.89999962,,,16.79999924,2.0,,,99.189999642
1197,32122,Clinopyroxene,EMP,49.90000153,0.289999992,6.519999981,,11.76000023,0.039999999,14.0,,,15.77999973,0.970000029,,,99.260001491
1200,32125,Clinopyroxene,EMP,50.29999924,0.790000021,6.800000191,,9.880000114,0.25,14.39999962,,,16.29999924,0.699999988,,,99.41999841399999
1201,32126,Clinopyroxene,EMP,50.20000076,0.889999986,6.699999809,,13.19999981,0.389999986,13.30000019,,,14.19999981,0.689999998,,,99.570000349
1205,32130,Clinopyroxene,EMP,45.09999847,2.299999952,13.80000019,0.310000002,10.10000038,0.219999999,6.300000191,,,18.20000076,3.099999905,,,99.42999984900001
1236,32163,Clinopyroxene,"EMP,SEM",48.29000092,0.579999983,11.01000023,0.109999999,7.28000021,0.100000001,15.60000038,,,15.11999989,1.179999948,0.02,,99.290001561
1243,32170,Clinopyroxene,EMP,52.86999893,0.699999988,9.449999809,,6.059999943,0.180000007,11.52999973,,,15.64999962,3.430000067,0.109999999,,99.979998093
1247,32174,Clinopyroxene,EMP,57.06999969,0.090000004,25.12999916,,1.320000052,0.090000004,0.300000012,,,6.070000172,9.529999733,0.059999999,,99.659998826
1250,32177,Clinopyroxene,EMP,52.15000153,1.159999967,18.42000008,,3.960000038,0.129999995,4.909999847,,,12.97000027,5.909999847,0.119999997,,99.73000157099999
1251,32178,Clinopyroxene,EMP,51.61000061,1.110000014,17.05999947,,4.710000038,0.150000006,6.429999828,,,13.51000023,5.21999979,0.050000001,,99.849999987
1255,32182,Clinopyroxene,EMP,55.88000107,0.230000004,21.01000023,,3.579999924,,2.880000114,,,7.940000057,8.449999809,0.189999998,,100.16000120599999
1269,32205,Clinopyroxene,no_info,48.24000168,1.070000052,2.950000048,,18.28000069,0.670000017,13.48999977,,,13.01000023,0.340000004,,,98.05000249099999
1273,32209,Clinopyroxene,no_info,50.91999817,0.300000012,1.220000029,,16.97999954,0.5,14.0,,,14.96000004,0.150000006,,,99.029997797
1275,32211,Clinopyroxene,no_info,49.36999893,0.870000005,1.039999962,,21.98999977,0.519999981,9.899999619,,,14.94999981,0.140000001,,,98.779998078
1297,32233,Clinopyroxene,EMP,50.59999847,0.670000017,3.049999952,,17.39999962,0.610000014,12.30000019,,,16.0,0.209999993,,,100.839998256
1299,32235,Clinopyroxene,EMP,53.20000076,0.379999995,1.690000057,,14.89999962,0.629999995,17.0,,,12.89999962,0.090000004,,,100.79000005099999
1334,32292,Clinopyroxene,no_info,53.11999893,0.209999993,7.599999905,0.689999998,5.650000095,0.090000004,23.55999947,,,7.699999809,1.320000052,,,99.93999825600001
1341,32299,Clinopyroxene,EMP,53.5,0.479999989,14.56000042,,5.510000229,,8.430000305,,,12.27000046,4.869999886,,,99.620001289
1342,32300,Clinopyroxene,EMP,56.15000153,0.939999998,10.61999989,,4.820000172,,8.579999924,,,11.82999992,6.599999905,,,99.540001339
1344,32302,Clinopyroxene,"EMP,SIMS",39.11000061,1.460000038,12.14999962,,13.25,,8.640000343,,,22.92000008,0.409999996,0.029999999,,97.97000068599999
1345,32303,Clinopyroxene,"EMP,SIMS",42.00999832,1.730000019,11.36999989,,10.28999996,,10.05000019,,,22.59000015,0.479999989,0.02,,98.53999851799999
1349,32307,Clinopyroxene,EMP,51.70000076,0.829999983,5.599999905,,12.59000015,0.310000002,14.10000038,,,14.51000023,0.439999998,,,100.080001408
1350,32308,Clinopyroxene,EMP,51.63000107,0.829999983,7.03000021,,10.06000042,0.340000004,12.59000015,,,17.04999924,0.620000005,,,100.150001082
1352,32310,Clinopyroxene,EMP,48.79999924,1.00999999,9.630000114,,9.5,0.25,12.38000011,,,17.55999947,0.889999986,,,100.01999891
1357,32315,Clinopyroxene,EMP,50.99000168,0.209999993,8.899999619,0.239999995,5.889999866,0.109999999,20.51000023,,,12.46000004,0.600000024,,,99.910001446
1361,32319,Clinopyroxene,EMP,48.0,0.620000005,10.39999962,0.090000004,7.300000191,0.159999996,13.80000019,,,17.60000038,0.819999993,,,98.790000379
1380,32345,Clinopyroxene,EMP,51.20000076,0.409999996,2.49000001,,13.67000008,0.870000005,13.36999989,,,17.25,0.439999998,0.050000001,,99.75000074
1383,32350,Clinopyroxene,EMP,52.40999985,0.360000014,2.150000095,,14.0,0.680000007,15.84000015,,,14.05000019,0.170000002,0.039999999,,99.700000307
1387,32354,Clinopyroxene,EMP,49.99000168,0.5,8.68999958,0.189999998,8.199999809,0.119999997,15.89999962,,,14.43999958,1.309999943,,,99.340000207
1389,32356,Clinopyroxene,EMP,51.11999893,0.300000012,8.729999542,0.300000012,8.300000191,0.200000003,18.15999985,,,13.84000015,0.839999974,,,101.789998664
1418,32385,Clinopyroxene,EMP,52.93999863,0.280000001,7.480000019,,5.71999979,0.050000001,20.11000061,,,12.89000034,1.049999952,,,100.519999343
1436,32405,Clinopyroxene,no_info,50.93999863,0.170000002,6.329999924,0.75999999,14.47999954,0.200000003,20.27000046,,,8.319999695,,,,101.469998244
1438,32407,Clinopyroxene,no_info,51.34999847,0.150000006,5.949999809,0.720000029,14.56000042,0.189999998,19.37999916,,,8.539999962,,,,100.839997854
1439,32408,Clinopyroxene,EMP,50.79999924,0.689999998,6.369999886,,12.10000038,0.370000005,10.89999962,,,17.10000038,0.75999999,0.159999996,,99.24999949499998
